embedding_id,mainaccord1,all_notes
20462,oud,"['passionfruit', 'fruity notes', 'turkish rose', 'saffron', 'agarwood (oud)', 'indonesian patchouli leaf', 'benzoin', 'leather', 'akigalawood', 'amber', 'labdanum', 'vanilla']"
18914,animalic,"['lemon', 'sweet orange', 'rose', 'lime', 'absinthe', 'beeswax', 'orange blossom', 'peach', 'jasmine', 'bulgarian rose', 'musk', 'civet', 'animal notes', 'sandalwood', 'patchouli', 'siam benzoin', 'ambergris', 'opoponax', 'incense']"
16034,powdery,"['kumquat', 'lime', 'violet', 'italian iris', 'lilac', 'egyptian jasmine', 'lily-of-the-valley', 'vanilla', 'malt', 'white musk', 'ambrette (musk mallow)', 'sandalwood', 'cedar']"
2361,floral,"['green notes', 'freesia', 'sage', 'citruses', 'mandarin orange', 'carnation', 'lily', 'lily-of-the-valley', 'narcissus', 'marigold', 'violet', 'rose', 'jasmine', 'musk', 'heliotrope', 'sandalwood', 'amber', 'patchouli']"
11529,yellow floral,"['narcissus', 'datura', 'peach', 'plum', 'himalayan poppy', 'mandarin orange', 'black currant', 'bergamot', 'green notes', 'mimosa', 'vanilla flower', 'tuberose', 'ylang-ylang', 'orange blossom', 'jasmine', 'freesia', 'heliotrope', 'rose', 'leather', 'vanilla', 'orange blossom', 'amber', 'tonka bean', 'musk', 'cedar']"
6340,lavender,"['lavender', 'eucalyptus', 'rose', 'geranium', 'musk']"
14627,caramel,"['orange', 'floral notes', 'violet', 'caramel', 'vanilla', 'moss']"
3833,anis,"['star anise', 'peach', 'mandarin orange', 'orange blossom', 'heliotrope', 'jasmine', 'freesia', 'lily-of-the-valley', 'benzoin', 'amber', 'sandalwood', 'musk']"
11286,tropical,"['mango', 'bergamot', 'pink pepper', 'jasmine', 'patchouli', 'frankincense', 'sandalwood', 'benzoin', 'musk']"
16543,lavender,"['lavender', 'lemon', 'peach', 'litchi', 'mandarin orange', 'aldehydes', 'violet', 'skin', 'camelia', 'jasmine', 'ylang-ylang', 'tuberose', 'sandalwood', 'patchouli', 'benzoin']"
13843,cinnamon,"['apple', 'violet leaf', 'bergamot', 'cinnamon', 'pink pepper', 'geranium', 'musk', 'cedar', 'amber']"
10244,floral,"['peony', 'litchi', 'freesia', 'rose', 'lily-of-the-valley', 'magnolia', 'virginia cedar', 'amber']"
15986,coffee,"['coffee', 'turkey red rose', 'roasted coffee beans', 'french rose', 'woodsy notes', 'vanilla', 'caramel', 'white musk', 'amber']"
2476,metallic,"['fruits', 'herbal notes', 'metallic notes', 'amber']"
3145,balsamic,"['elemi', 'mandarin orange', 'pink pepper', 'bergamot', 'immortelle', 'heliotrope', 'jasmine', 'iris', 'peru balsam', 'labdanum', 'patchouli', 'musk']"
7448,vanilla,"['coconut water', 'bergamot', 'jasmine', 'heliotrope', 'bourbon vanilla', 'cashmeran']"
8970,mossy,"['banana', 'chamomile', 'labdanum', 'seaweed', 'oakmoss', 'violet leaf']"
11198,white floral,"['gardenia', 'green notes', 'jasmine sambac', 'almond', 'tonka bean', 'licorice', 'precious woods', 'musk', 'amber', 'patchouli']"
16207,patchouli,"['blood orange', 'damask rose', 'bulgarian rose', 'neroli', 'patchouli']"
7866,cacao,"['lavender', 'mint', 'syringa', 'cacao pod', 'cedar', 'myrrh', 'wheat']"
20469,balsamic,"['mate', 'black pepper', 'pink pepper', 'cardamom', 'bergamot', 'water lily', 'magnolia', 'rose', 'violet', 'osmanthus', 'jasmine', 'copaiba balm', 'breu-branco', 'myrrh', 'patchouli', 'benzoin', 'olibanum', 'vetiver', 'labdanum', 'coumarin', 'vanilla', 'carrot']"
5702,marine,"['amalfi lemon', 'melon', 'freesia', 'sea water', 'honeysuckle', 'apricot', 'musk', 'sandalwood', 'amber']"
21584,sweet,"['lavender', 'bergamot', 'lemon', 'honey', 'cinnamon', 'cashmeran', 'jasmine sambac', 'tobacco leaf', 'vanilla', 'tonka bean']"
16799,animalic,"['ambergris', 'cardamom', 'coriander', 'cinnamon', 'peach', 'ylang-ylang', 'orange blossom', 'leather', 'woodsy notes']"
4101,citrus,"['sea notes', 'grapefruit', 'mandarin orange', 'bay leaf', 'jasmine', 'ambergris', 'guaiac wood', 'oakmoss', 'patchouli']"
16505,vanilla,"['pear', 'bergamot', 'floral notes', 'leather', 'vanilla', 'vetiver', 'amber', 'musk']"
9193,herbal,"['red algae', 'myrtle', 'immortelle', 'chamomile', 'thyme', 'musk', 'vanilla', 'cedar', 'patchouli']"
6355,earthy,"['bergamot', 'spices', 'white flowers', 'iris', 'pink pepper', 'oak moss', 'patchouli']"
9345,amber,"['aldehydes', 'incense', 'clove', 'fruity notes', 'basil', 'green notes', 'bergamot', 'mandarin orange', 'narcissus', 'lily', 'jasmine', 'tuberose', 'mimosa', 'orris root', 'lily-of-the-valley', 'rose', 'orange blossom', 'benzoin', 'myrrh', 'amber', 'sandalwood', 'oakmoss', 'vanilla', 'cedar', 'musk', 'patchouli']"
13472,green,"['mint', 'grapefruit', 'bergamot', 'anise', 'green notes', 'cassis', 'rose', 'hedione', 'white musk']"
17013,citrus,"['grapefruit', 'lemon', 'mint', 'pink pepper', 'ginger', 'nutmeg', 'jasmine', 'iso e super', 'incense', 'vetiver', 'cedar', 'sandalwood', 'patchouli', 'labdanum', 'white musk']"
18408,warm spicy,"['neroli', 'cardamom', 'bergamot', 'mandarin orange', 'myrrh', 'musk', 'orange blossom', 'geranium', 'vetiver', 'saffron', 'vanilla', 'labdanum', 'tonka bean', 'leather', 'sandalwood', 'patchouli']"
18639,woody,"['bergamot', 'pink pepper', 'clary sage', 'haitian vetiver', 'leather', 'ambroxan', 'akigalawood', 'indonesian patchouli leaf', 'cacao pod']"
6564,tuberose,"['pomegranate', 'blood mandarin', 'tea', 'tuberose', 'freesia', 'sandalwood', 'musk']"
19342,earthy,"['galbanum', 'aldehydes', 'caraway', 'gardenia', 'bergamot', 'carnation', 'rose', 'narcissus', 'iris', 'jasmine', 'oakmoss', 'leather', 'vetiver', 'patchouli', 'amber', 'coconut']"
20005,lavender,"['lavender', 'fruity notes', 'jasmine', 'green notes', 'lily-of-the-valley', 'musk', 'sandalowood', 'woody notes']"
2096,soft spicy,"['mandarin orange', 'licorice', 'star anise', 'floral notes', 'bourbon vanilla', 'bitter almond']"
2124,fresh,"['grass', 'nectarine', 'pear blossom', 'jasmine', 'white musk', 'vanilla']"
6448,fruity,"['water lily', 'apricot', 'apple', 'mandarin orange', 'dark chocolate', 'guava', 'tiare flower', 'tuberose', 'vanilla', 'amber', 'woodsy notes']"
18364,aromatic,"['lemon', 'bergamot', 'basil', 'rosemary', 'caraway', 'fruity notes', 'jasmine', 'coriander', 'carnation', 'patchouli', 'orris root', 'sandalwood', 'rose', 'lavender', 'hedione', 'oakmoss', 'vetiver', 'musk', 'amber']"
13450,caramel,"['red apple', 'apricot', 'mandarin orange', 'cinnamon', 'jasmine', 'caramel', 'vanilla', 'sandalwood']"
2026,cacao,"['watermelon', 'rose', 'black currant', 'grapefruit', 'dark chocolate', 'cacao', 'coconut', 'musk', 'sandalwood']"
6038,violet,"['violet leaf', 'red berries', 'violet', 'white flowers', 'white woods']"
12211,amber,"['marigold', 'ginger', 'grapefruit', 'bergamot', 'incense', 'walnut', 'immortelle', 'kiwi', 'honey', 'opoponax', 'coffee', 'sandalwood', 'rose', 'orange blossom', 'jasmine', 'leather', 'benzoin', 'agarwood (oud)', 'amber', 'sandalwood', 'tonka bean', 'oakmoss', 'vanilla', 'musk']"
19956,green,"['green notes', 'watery notes', 'mint', 'ginger', 'coconut', 'fig', 'salt', 'tonka bean', 'sandalwood']"
9889,floral,"['sapodilla', 'ambrette (musk mallow)', 'magnolia', 'violet', 'sandalwood', 'ambergris', 'cedar']"
9921,caramel,"['violet', 'orange', 'bergamot', 'coffee', 'pear', 'iris', 'orange blossom', 'rose', 'caramel', 'vanilla', 'patchouli']"
19200,marine,"['sea notes', 'leather', 'patchouli']"
13881,iris,"['bergamot', 'grapefruit', 'iris', 'bulgarian rose', 'praline', 'mahonial', 'leather', 'vanilla', 'patchouli']"
12261,rose,"['litchi', 'rhubarb', 'bergamot', 'nutmeg', 'turkish rose', 'peony', 'musk', 'petalia', 'vanilla', 'cashmeran', 'incense', 'cedar', 'haitian vetiver']"
12867,fresh spicy,"['violet leaf', 'basil', 'star anise', 'bergamot', 'pink pepper', 'nutmeg', 'vetiver', 'patchouli']"
16230,almond,"['citruses', 'orange blossom', 'rosemary', 'bitter orange', 'almond', 'tonka bean', 'leather', 'cedar', 'vetiver']"
5221,white floral,"['pear', 'melon', 'magnolia', 'peach', 'mandarin orange', 'bergamot', 'jasmine', 'lily-of-the-valley', 'tuberose', 'freesia', 'rose', 'orchid', 'plum', 'violet', 'musk', 'vanilla', 'blackberry', 'cedar']"
9010,warm spicy,"['truffle', 'gardenia', 'black currant', 'ylang-ylang', 'jasmine', 'bergamot', 'mandarin orange', 'amalfi lemon', 'orchid', 'spices', 'gardenia', 'fruity notes', 'ylang-ylang', 'jasmine', 'lotus', 'mexican chocolate', 'patchouli', 'vanille', 'incense', 'amber', 'sandalwood', 'vetiver', 'white musk']"
11817,white floral,"['jasmine sambac', 'cashmeran', 'amber']"
13596,iris,"['plum', 'cinnamon', 'tangerine', 'tincture of rose', 'wormwood', 'iris', 'musk', 'patchouli']"
13296,nutty,"['orange', 'lemon', 'bergamot', 'hazelnut', 'coriander', 'lily-of-the-valley', 'vanilla', 'musk', 'patchouli']"
12337,powdery,"['lemon', 'neroli', 'jasmine', 'violet', 'heliotrope', 'musk', 'cedar', 'vetiver', 'amber']"
3866,amber,"['vanilla', 'basil', 'bergamot', 'mandarin orange', 'green notes', 'peach', 'lemon', 'spices', 'sandalwood', 'coriander', 'oakmoss', 'cedar', 'orange blossom', 'jasmine', 'rose', 'amber', 'incense', 'vanilla', 'civet', 'musk', 'vetiver']"
21560,cherry,"['cherry', 'rum', 'saffron', 'nutmeg', 'cinnamon', 'rose', 'jasmine', 'vanilla', 'tonka bean', 'ambroxan', 'sandalwood', 'oak', 'benzoin', 'patchouli', 'cypress']"
1187,coffee,"['floral notes', 'coffee', 'bulgarian rose', 'vanilla', 'white musk', 'amber']"
17294,woody,"['cypress', 'vetiver', 'cashmere wood', 'musk']"
5250,soft spicy,"['mandarin orange', 'bergamot', 'pink pepper', 'elemi resin', 'sweet pea', 'heliotrope', 'wallflower', 'elemi', 'patchouli', 'tonka bean', 'amber']"
9670,vanilla,"['pear', 'pink pepper', 'orange blossom', 'coffee', 'jasmine', 'bitter almond', 'licorice', 'vanilla', 'patchouli', 'cashmere wood', 'cedar']"
18112,yellow floral,"['lemon', 'bergamot', 'mimosa', 'black locust', 'broom', 'musk', 'white woods']"
3449,caramel,"['sea salt', 'lemon', 'pink pepper', 'jasmine', 'seagrass', 'bay leaf', 'salt', 'caramel', 'brown sugar', 'cedar']"
12855,floral,"['rum', 'honey', 'mandarin orange', 'bergamot', 'black orchid', 'orchid', 'jasmine', 'heliotrope', 'hyacinth', 'rose oil', 'narcissus', 'magnolia', 'orange blossom', 'vanilla', 'myrrh', 'suede', 'sandalwood', 'peru balsam', 'labdanum']"
15995,patchouli,"['chamomile', 'artemisia', 'ylang-ylang', 'hyacinth', 'patchouli', 'black pepper', 'honey', 'incense', 'leather']"
14184,ozonic,"['cucumber', 'melon', 'mandarin orange', 'basil', 'sage', 'geranium', 'suede', 'woodsy notes', 'musk']"
10666,tuberose,"['pear', 'tuberose', 'tonka bean']"
3224,aldehydic,"['aldehydes', 'violet leaves', 'bergamot', 'osmanthus', 'lily-of-the-valley', 'rose', 'tonka bean', 'cypriol oil or nagarmotha', 'patchouli']"
10215,cacao,"['apple', 'peach', 'grapefruit', 'magnolia', 'floral notes', 'lily', 'white chocolate truffle', 'cacao', 'australian sandalwood', 'woody notes', 'musk']"
8931,fresh spicy,"['grapefruit', 'bergamot', 'pepper', 'lavender', 'cardamom', 'artemisia', 'cedar', 'vetiver', 'olibanum']"
13880,earthy,"['truffle', 'peach', 'bergamot', 'madagascar vanilla', 'tuberose', 'italian jasmine', 'patchouli', 'oakmoss', 'cedar']"
16750,smoky,"['smoke', 'bitter orange', 'bourbon vanilla', 'cedar']"
20580,woody,"['plum', 'ozonic notes', 'grapefruit', 'bergamot', 'hazelnut', 'honey', 'cedar', 'cashmere wood', 'orange blossom', 'jasmine', 'amberwood', 'patchouli', 'oakmoss', 'vetiver']"
16059,cinnamon,"['mandarin orange', 'patchouli', 'bergamot', 'cinnamon', 'amber', 'virginia cedar', 'leather', 'musk', 'woodsy notes']"
17508,aromatic,"['bergamot', 'tobacco', 'lemon', 'nutmeg', 'neroli', 'coriander', 'mandarin orange', 'vetiver', 'pepper', 'carnation', 'sage', 'orris root', 'sandalwood', 'vetiver', 'oakmoss', 'leather', 'myrrh', 'civet', 'tonka bean', 'amber']"
3284,powdery,"['raspberry', 'geranium', 'neroli', 'tuberose', 'iris', 'orange blossom', 'jasmine sambac', 'vanilla', 'caramel', 'sandalwood', 'heliotrope', 'white musk', 'patchouli']"
3255,powdery,"['aldehydes', 'ylang-ylang', 'neroli', 'bergamot', 'lemon', 'iris', 'jasmine', 'rose', 'orris root', 'lily-of-the-valley', 'civet', 'musk', 'sandalwood', 'amber', 'moss', 'vanilla', 'vetiver', 'patchouli']"
15473,chocolate,"['watermelon', 'mandarin orange', 'bergamot', 'lotus', 'jasmine', 'rose', 'mexican chocolate', 'rice', 'patchouli']"
3179,fresh,"['melon', 'red apple', 'lily-of-the-valley', 'magnolia', 'violet', 'jasmine', 'musk']"
7435,vanilla,"['passion flower', 'jasmine', 'gardenia', 'vanille', 'vetiver']"
13553,tobacco,"['cinnamon', 'bergamot', 'prunol', 'tobacco', 'violet', 'jasmine', 'labdanum', 'vanilla', 'patchouli']"
6615,tropical,"['ylang-ylang', 'carambola (star fruit)', 'mango', 'violet leaves', 'lemon', 'bergamot', 'pink pepper', 'frangipani', 'coconut', 'sea notes', 'cashmeran', 'skin', 'sea salt', 'jasmine', 'saffron', 'clove', 'vanilla', 'musk', 'sandalwood', 'woody notes', 'opoponax', 'amber', 'patchouli', 'vetiver']"
9550,sweet,"['kiwi', 'red litchi', 'quince', 'white chocolate', 'cupcake', 'orchid', 'jasmine', 'musk', 'orris root', 'woodsy notes']"
14467,woody,"['galbanum', 'cassis', 'cassia', 'hiacynth', 'bulgarian rose', 'raspberry', 'bergamot', 'honey', 'narcissus', 'cedar', 'orris root', 'ylang-ylang', 'tuberose', 'jasmine', 'lily-of-the-valley', 'oakmoss', 'spices', 'civet', 'patchouli', 'incense', 'myrrh', 'amber', 'sandalwood', 'vetiver', 'musk']"
12635,mossy,"['apple', 'aldehydes', 'neroli', 'lemon', 'bergamot', 'orris', 'heliotrope', 'carnation', 'jasmine', 'oakmoss', 'musk', 'cedar', 'vetiver', 'spices', 'ambergris', 'patchouli', 'sandalwood']"
10631,floral,"['apple leaf', 'italian mandarin', 'japanese osmanthus', 'yellow freesia', 'magnolia', 'boronia', 'musk', 'white iris']"
18602,amber,"['cardamom', 'green apple', 'green mandarin', 'nutmeg', 'lavender', 'orange blossom', 'tonka bean', 'amber', 'leather']"
11703,woody,"['carnation', 'coriander', 'rose', 'angelica', 'neroli', 'bergamot', 'amalfi lemon', 'patchouli', 'hyacinth', 'jasmine', 'ylang-ylang', 'mimosa', 'oak moss', 'civetta', 'castoreum', 'vetiver', 'sandalwood', 'musk', 'amber']"
4910,caramel,"['caramel', 'milk', 'smoke', 'caramel', 'hinoki incense', 'leather', 'toffee', 'hinoki incense']"
13742,yellow floral,"['mimosa', 'bitter orange', 'coriander', 'jasmine', 'tangerine', 'narcissus', 'black currant', 'amber', 'sandalwood', 'vanille', 'ambrette (musk mallow)']"
10083,cherry,"['cherry', 'pepper', 'lactones', 'oud', 'incense', 'benzoin', 'cypriol oil or nagarmotha', 'labdanum', 'moss']"
11657,aldehydic,"['aldehydes', 'rose', 'oakmoss']"
978,mossy,"['bergamot', 'tropical fruit', 'jasmine', 'juniper berries', 'tincture of rose', 'oak moss', 'sandalwood', 'amber']"
19041,amber,"['leather', 'bergamot', 'amalfi lemon', 'holly', 'rosemary', 'tea', 'styrax', 'lily-of-the-valley', 'tonka bean', 'incense', 'benzoin', 'almond', 'amber']"
21172,woody,"['bergamot', 'iris', 'chestnut', 'whiskey', 'woodsy notes', 'amber']"
21166,citrus,"['calabrian bergamot', 'grapefruit blossom', 'musk']"
4889,mossy,"['fern', 'fig', 'citruses', 'jasmine', 'rose', 'lily-of-the-valley', 'oakmoss', 'musk', 'amber']"
13456,white floral,"['lily', 'citruses', 'lily', 'green lily', 'green notes']"
4549,marine,"['fennel', 'guatemalan cardamom', 'ambrette (musk mallow)', 'tuberose', 'clary sage', 'neroli', 'algae', 'ambergris', 'vetiver']"
7721,floral,"['reed', 'mint', 'green lilac', 'mandarin orange', 'pink pepper', 'water lily', 'pepper', 'violet', 'white peach', 'amaryllis', 'rose', 'cedar', 'white musk', 'vanilla']"
6892,tropical,"['mango', 'bergamot', 'jasmine', 'olibanum', 'vanilla', 'sandalwood']"
1671,citrus,"['orange', 'blood grapefruit', 'indian mandarin', 'bergamot', 'apple', 'plum', 'lily-of-the-valley', 'freesia', 'orchid', 'rose', 'mimosa', 'lily', 'magnolia', 'musk', 'amber']"
21349,coconut,"['mandarin orange', 'sicilian bergamot', 'gardenia', 'magnolia', 'myrrh', 'orange blossom', 'jasmine', 'coconut', 'caramel', 'sandalwood', 'amber', 'vetiver']"
7523,almond,"['almond', 'cinnamon', 'mimosa', 'honey', 'heliotrope', 'black rose', 'labdanum', 'vanilla', 'cacao pod', 'white musk', 'peru balsam', 'agarwood (oud)']"
14136,white floral,"['tiare flower', 'coconut', 'bergamot', 'jasmine', 'ylang-ylang', 'orange blossom', 'vanilla', 'musk']"
20942,lavender,"['lavender', 'tonka bean', 'benzoin', 'ylang-ylang']"
20693,fruity,"['apple', 'bergamot', 'lemon', 'cinnamon', 'watery notes', 'plum', 'cardamon', 'orange blossom', 'ambergris', 'musk', 'patchouli', 'driftwood']"
11092,herbal,"['shiso', 'grass', 'artemisia', 'french labdanum', 'jasmine', 'white tobacco', 'immortelle', 'leather', 'sage', 'liatris', 'vanille']"
18863,coconut,"['bergamot', 'coconut milk', 'musk', 'woody notes']"
18974,amber,"['bulgarian rose', 'coriander', 'peach', 'jasmine', 'mandarin orange', 'cloves', 'rose', 'orange blossom', 'mimosa', 'clover', 'amber', 'sandalwood', 'tonka bean', 'opoponax', 'civet', 'vanilla', 'labdanum']"
3256,sweet,"['coconut', 'strawberry', 'gooseberry', 'black locust', 'pear', 'black currant', 'brazilian rosewood', 'honeysuckle', 'yuzu', 'orange blossom', 'honey', 'milk', 'orchid', 'heliotrope', 'violet', 'osmanthus', 'magnolia', 'jasmine', 'lily-of-the-valley', 'caramel', 'vanilla', 'patchouli', 'toffee', 'incense', 'sandalwood', 'amber', 'tonka bean']"
10704,herbal,"['pink pepper', 'ginger', 'artemisia', 'sage', 'jasmine sambac', 'leather', 'tonka bean', 'vanilla', 'cedar', 'amber', 'patchouli']"
15096,marine,"['sea notes', 'sea salt', 'grapefruit', 'bay leaf', 'geranium', 'spices', 'red amber', 'guaiac wood']"
5458,aromatic,"['lavender', 'lemon', 'bergamot', 'mandarin orange', 'sage', 'juniper berries', 'basil', 'geranium', 'jasmine', 'coriander', 'orange blossom', 'lily-of-the-valley', 'lily', 'sandalwood', 'musk', 'vetiver', 'brazilian rosewood', 'amber']"
17897,yellow floral,"['ylang-ylang', 'cardamom', 'grapefruit', 'lemon', 'ylang-ylang', 'jasmine', 'orange blossom', 'damask rose', 'ylang-ylang', 'vanilla', 'labdanum', 'cedar', 'vetiver', 'field scabious']"
20318,tobacco,"['grapefruit', 'lavender', 'artemisia', 'tobacco', 'spices', 'leather', 'agarwood (oud)', 'dark woodsy notes', 'ambergris']"
15076,woody,"['pink pepper', 'grapefruit', 'hazelnut cocoa spread', 'patchouli', 'vetiver']"
15364,citrus,"['lime', 'lemon', 'bergamot', 'jasmine', 'orange', 'mandarin orange', 'neroli', 'sea notes', 'jasmine', 'calone', 'rosemary', 'peach', 'freesia', 'hiacynth', 'cyclamen', 'violet', 'coriander', 'rose', 'nutmeg', 'mignonette', 'white musk', 'cedar', 'oakmoss', 'patchouli', 'amber']"
14453,yellow floral,"['ylang-ylang', 'carnation', 'jasmine', 'vanilla']"
17028,citrus,"['lemon', 'bergamot', 'star anise', 'olive blossom', 'guaiac wood', 'leather', 'tonka bean', 'tobacco']"
5977,mossy,"['litchi', 'mirabelle', 'citruses', 'freesia', 'rose', 'davana', 'oakmoss']"
14509,warm spicy,"['virginia cedar', 'plum', 'cinnamon', 'peach', 'clove', 'ginger', 'violet', 'ylang-ylang', 'rose', 'african orange flower', 'sandalwood', 'benzoin', 'musk', 'vanilla']"
18638,woody,"['cloves', 'pink pepper', 'orange blossom', 'chestnut', 'guaiac wood', 'juniper', 'vanilla', 'peru balsam', 'cashmeran']"
2483,ozonic,"['watermelon', 'violet', 'floral notes', 'musk', 'patchouli', 'white amber']"
10872,white floral,"['orange blossom', 'cactus flower', 'bergamot', 'mandarin orange', 'lily', 'freesia', 'gardenia', 'jasmine', 'lily-of-the-valley', 'white camelia', 'rose', 'peony', 'musk', 'sandalwood']"
13965,cherry,"['cherry', 'almond', 'pink pepper', 'cherry blossom', 'violet', 'magnolia', 'vanilla', 'tonka bean', 'sandalwood']"
6557,floral,"['pear', 'melon', 'freesia', 'rose', 'musk', 'patchouli', 'rhuburb', 'amber']"
1265,caramel,"['pink pepper', 'litchi', 'co2 extracts', 'sicilian bergamot', 'jasmine sambac', 'rose', 'magnolia', 'popcorn', 'caramel', 'cacao', 'salt', 'labdanum']"
13464,warm spicy,"['peach', 'cardamom', 'lily', 'grapefruit', 'bergamot', 'rose', 'cinnamon', 'apricot', 'brazilian rosewood', 'lily', 'heliotrope', 'magnolia', 'vanilla', 'sandalwood', 'cedar', 'coconut']"
7395,warm spicy,"['cinnamon', 'lavender', 'coriander', 'mandarin orange', 'lime', 'bergamot', 'grapefruit', 'myrhh', 'nutmeg', 'carnation', 'brazilian rosewood', 'pine tree', 'sage', 'jasmine', 'red berries', 'amber', 'vanilla', 'sandalwood', 'musk', 'patchouli', 'vetiver']"
14735,vanilla,"['coconut', 'plum', 'apricot', 'brazilian rosewood', 'jasmine', 'caraway', 'tuberose', 'rose', 'lily-of-the-valley', 'vanilla', 'almond', 'sandalwood', 'musk']"
11904,aromatic,"['mint', 'rose', 'carnation', 'cannabis', 'vetiver', 'amber']"
19755,coconut,"['pineapple', 'orange', 'green notes', 'african orange flower', 'lily-of-the-valley', 'coconut', 'woodsy notes', 'musk', 'amber']"
10921,sweet,"['wild berries', 'mandarin orange', 'gardenia', 'honeysuckle', 'jasmine', 'caramel', 'praline', 'vanilla', 'amber', 'sandalwood']"
20923,aromatic,"['sea notes', 'bergamot', 'rosemary', 'sage', 'geranium', 'incense', 'patchouli']"
15726,lactonic,"['peach', 'black currant', 'orange', 'coconut', 'iris', 'jasmine', 'rose', 'lily-of-the-valley', 'milk', 'vanilla', 'sandalwood', 'amber', 'musk']"
5794,lactonic,"['litchi', 'grapefruit', 'rice', 'rose', 'milk mousse', 'cashmeran']"
11972,tuberose,"['pear', 'juniper', 'pink pepper', 'cinnamon', 'tuberose', 'rose', 'leather', 'ylang-ylang', 'moss', 'patchouli', 'amber']"
12936,ozonic,"['watermelon', 'lavender', 'bergamot', 'lotus', 'jasmine', 'musk', 'sandalwood', 'amber']"
10964,violet,"['geranium', 'citruses', 'violet', 'musk', 'sandalwood', 'cedar']"
13813,soft spicy,"['star anise', 'fennel', 'neroli', 'bergamot', 'frangipani', 'orchid', 'clove', 'tuberose', 'jasmine', 'vanilla', 'tonka bean', 'vetiver', 'amber']"
4935,balsamic,"['jasmine sambac', 'pink grapefruit', 'vanilla flower', 'pink lotus', 'white lotus', 'dragon blood resin', 'sandalwood', 'siam benzoin']"
12421,amber,"['jasmine', 'peach', 'rose', 'amber', 'patchouli']"
9056,caramel,"['caramel', 'bulgarian rose', 'australian sandalwood', 'musk', 'himalayan cedar']"
19939,iris,"['coriander', 'grapefruit', 'calabrian bergamot', 'tuscan iris', 'virginian cedar', 'amber']"
17044,warm spicy,"['ginger', 'blood orange', 'tuberose', 'jasmine', 'pimento leaf', 'sandalwood', 'patchouli', 'vetiver']"
15678,citrus,"['grapefruit', 'green mango', 'tomato', 'carrot', 'lotus', 'bulrush', 'orange', 'hiacynth', 'peony', 'musk', 'iris', 'incense', 'labdanum', 'cinnamon']"
1792,smoky,"['cognac', 'tobacco', 'vanilla', 'cannabis', 'smoke', 'incense', 'agarwood (oud)']"
13809,woody,"['orange', 'elemi resin', 'lemon', 'amber', 'pepper', 'pink pepper', 'violet', 'fir', 'cedar', 'madagascar vetiver', 'oakmoss', 'benzoin']"
7178,vanilla,"['water jasmine', 'green mandarin', 'ginger flower', 'vanilla', 'salt', 'ambergris', 'cashmere wood', 'sandalwood']"
13375,aldehydic,"['yellow mandarin', 'aldehydes', 'cardamom', 'mimosa absolute', 'solar notes', 'violet leaf', 'beeswax', 'musk', 'cedar']"
14119,warm spicy,"['rose', 'clove', 'raspberry', 'black currant', 'cinnamon', 'patchouli', 'incense', 'sandalwood', 'musk', 'benzoin', 'amber']"
16574,amber,"['calabrian bergamot', 'water notes', 'grapefruit', 'fig leaf', 'ambroxan', 'black pepper', 'patchouli', 'violet leaf', 'papyrus', 'incense', 'musk', 'tonka bean', 'saffron']"
19635,leather,"['grass', 'bergamot', 'grapefruit', 'woodsy notes', 'nutmeg', 'violet', 'saffron', 'jasmine', 'sugar', 'leather', 'vanilla', 'suede', 'amber', 'cashmirwood', 'sandalwood', 'oakmoss', 'vetiver']"
3694,smoky,"['black pepper', 'sicilian mandarin', 'cassis', 'indian saffron', 'lotus', 'smoke', 'woody notes', 'leather']"
12801,earthy,"['bergamot', 'rose', 'jasmine', 'citruses', 'peach', 'ylang-ylang', 'rose', 'lilac', 'jasmine', 'oakmoss', 'spices', 'vetiver', 'cinnamon', 'amber']"
17358,fresh,"['aldehydes', 'coriander', 'peach', 'bergamot', 'lemon', 'lilac', 'orris root', 'ylang-ylang', 'lily-of-the-valley', 'rose', 'jasmine', 'civet', 'sandalwood', 'musk', 'benzoin', 'vetiver', 'vanilla', 'peru balsam', 'amber', 'tonka bean']"
8480,tuberose,"['pink pepper', 'bergamot', 'indian tuberose', 'heliotrope', 'cashmeran', 'benzoin']"
9244,ozonic,"['cucumber', 'citruses', 'green notes', 'lotus', 'plum', 'lavender', 'sichuan pepper', 'virginia cedar', 'musk', 'sandalwood', 'patchouli', 'guaiac wood']"
6311,rose,"['pear', 'bergamot', 'pink pepper', 'rose', 'jasmine', 'white musk', 'vanilla', 'patchouli', 'cedar']"
4152,tropical,"['mango', 'pitahaya', 'litchi', 'orchid', 'moroccan rose', 'jasmine sambac', 'vanilla', 'patchouli', 'sandalwood']"
20894,woody,"['coriander', 'cumin', 'petitgrain', 'lavender', 'labdanum', 'birch', 'jasmine', 'geranium', 'amber', 'cedar', 'vetiver', 'patchouli', 'oakmoss']"
1910,earthy,"['pepper', 'truffle', 'lily-of-the-valley', 'pink pepper', 'oakmoss', 'patchouli', 'musk', 'ambrette (musk mallow)']"
7505,powdery,"['mimosa', 'iris', 'rose', 'freesia', 'violet', 'lily-of-the-valley', 'jasmine', 'bergamot', 'chamomile', 'iris', 'narcissus', 'galbanum', 'geranium', 'coriander', 'jasmine', 'brazilian rosewood', 'orange blossom', 'tuberose', 'musk', 'sandalwood', 'cedar', 'vanilla', 'amber']"
