mainaccord1,Gender,mainaccord5,Rating Count,all_notes,mainaccord2,embedding_text,Rating Value,Year,mainaccord4,Brand,embedding_id,Perfume,mainaccord3,t5_description,url
iris,unisex,musky,819,"['bergamot', 'pink pepper', 'iris flower', 'almond', 'sugar', 'orange blossom', 'freesia', 'vanilla', 'orris', 'white musk', 'iso e super']",powdery,"Accords: iris, powdery, sweet. Notes: bergamot, pink pepper, iris flower, almond, sugar, orange blossom, freesia, vanilla. Profile: It smells like sweet almonds and sugar at first, then soft vanilla and white flowers, finishing with a warm, slightly powdery base..","4,23",2018.0,vanilla,lancome,18383,iris-dragees,sweet,"It smells like sweet almonds and sugar at first, then soft vanilla and white flowers, finishing with a warm, slightly powdery base.",https://www.fragrantica.com/perfume/lancome/iris-dragees-48927.html
rose,men,amber,88,"['bergamot', 'apple', 'pineapple', 'rose', 'patchouli', 'birch', 'moroccan jasmine', 'ambergris', 'vanilla', 'musk', 'oakmoss']",woody,"Accords: rose, woody, earthy. Notes: bergamot, apple, pineapple, rose, patchouli, birch, moroccan jasmine, ambergris. Profile: It smells like a fruit stand next to an apple orchard, with something sweet and slightly earthy lurking in the background..","4,23",2022.0,vanilla,lattafa-perfumes,18384,oud-mood-silver,earthy,"It smells like a fruit stand next to an apple orchard, with something sweet and slightly earthy lurking in the background.",https://www.fragrantica.com/perfume/lattafa-perfumes/oud-mood-silver-72718.html
leather,unisex,smoky,84,"['black tea', 'saffron', 'suede', 'leather', 'incense', 'vanilla', 'amberwood', 'musk']",amber,"Accords: leather, amber, vanilla. Notes: black tea, saffron, suede, leather, incense, vanilla, amberwood, musk. Profile: It smells like a leather jacket left in an old church — black tea and saffron mixed with resinous incense, then softens into something earthy and slightly powdery..","4,23",2022.0,musky,lattafa-perfumes,18385,al-areeq-gold,vanilla,"It smells like a leather jacket left in an old church — black tea and saffron mixed with resinous incense, then softens into something earthy and slightly powdery.",https://www.fragrantica.com/perfume/lattafa-perfumes/al-areeq-gold-82810.html
sweet,unisex,lavender,182,"['pineapple', 'grapefruit', 'fig', 'lavender', 'vanilla', 'tonka', 'patchouli']",fruity,"Accords: sweet, fruity, vanilla. Notes: pineapple, grapefruit, fig, lavender, vanilla, tonka, patchouli. Profile: It smells like ripe peaches and citrus peel at first, then sweet vanilla and powdery vanilla, finishing with a warm vanilla-tonka base..","4,23",2022.0,citrus,lattafa-perfumes,18386,shaheen-gold,vanilla,"It smells like ripe peaches and citrus peel at first, then sweet vanilla and powdery vanilla, finishing with a warm vanilla-tonka base.",https://www.fragrantica.com/perfume/lattafa-perfumes/shaheen-gold-82814.html
vanilla,women,powdery,184,"['licorice', 'violet', 'cedar', 'jasmine', 'vanilla', 'tonka bean', 'labdanum']",sweet,"Accords: vanilla, sweet, soft spicy. Notes: licorice, violet, cedar, jasmine, vanilla, tonka bean, labdanum. Profile: It smells like licorice and white flowers at first, then soft vanilla and powdery vanilla, finishing with a hint of vanilla..","4,23",2018.0,amber,lolita-lempicka,18387,lolita-lempicka-elixir-sublime,soft spicy,"It smells like licorice and white flowers at first, then soft vanilla and powdery vanilla, finishing with a hint of vanilla.",https://www.fragrantica.com/perfume/lolita-lempicka/lolita-lempicka-elixir-sublime-48435.html
marine,unisex,amber,564,"['salt', 'ozonic notes', 'watery notes', 'myrtle', 'bergamot', 'salt', 'sea notes', 'ylang-ylang', 'orange blossom', 'ambergris', 'algae', 'white musk', 'oakmoss', 'patchouli']",aquatic,"Accords: marine, aquatic, aromatic. Notes: salt, ozonic notes, watery notes, myrtle, bergamot, salt, sea notes, ylang-ylang. Profile: It smells like salty water and sand at first, then soft moss and white flowers, finishing with a warm, slightly powdery base..","4,23",2019.0,salty,lorenzo-pazzaglia,18388,black-sea,aromatic,"It smells like salty water and sand at first, then soft moss and white flowers, finishing with a warm, slightly powdery base.",https://www.fragrantica.com/perfume/lorenzo-pazzaglia/black-sea-69652.html
fresh,women,fruity,892,"['litchi', 'ginger', 'bergamot', 'peony', 'turkish rose', 'cacao', 'patchouli']",rose,"Accords: fresh, rose, floral. Notes: litchi, ginger, bergamot, peony, turkish rose, cacao, patchouli. Profile: It smells like a spice market at dawn — citrus peel and peony mixed with bergamot, then softens into something earthy and slightly sweet..","4,23",2018.0,warm spicy,louis-vuitton,18389,attrape-reves,floral,"It smells like a spice market at dawn — citrus peel and peony mixed with bergamot, then softens into something earthy and slightly sweet.",https://www.fragrantica.com/perfume/louis-vuitton/attrape-reves-51016.html
vanilla,men,fresh spicy,47,"['mint', 'green apple', 'lemon', 'ambroxan', 'tonka bean', 'geranium', 'madagascar vanilla', 'virginia cedar', 'atlas cedar', 'vetiver', 'oakmoss']",green,"Accords: vanilla, green, aromatic. Notes: mint, green apple, lemon, ambroxan, tonka bean, geranium, madagascar vanilla, virginia cedar. Profile: It smells like dried mint leaves and apricots at first, then soft vanilla and sweet vanilla, finishing with something earthy and slightly woody..","4,23",2022.0,amber,maison-alhambra,18390,versencia-oro,aromatic,"It smells like dried mint leaves and apricots at first, then soft vanilla and sweet vanilla, finishing with something earthy and slightly woody.",https://www.fragrantica.com/perfume/maison-alhambra/versencia-oro-89037.html
warm spicy,unisex,aromatic,766,"['saffron', 'elemi resin', 'vanilla', 'ambrette (musk mallow)', 'atlas cedar', 'laotian oud', 'indonesian patchouli leaf']",oud,"Accords: warm spicy, oud, woody. Notes: saffron, elemi resin, vanilla, ambrette (musk mallow), atlas cedar, laotian oud, indonesian patchouli leaf. Profile: It smells like a spice market at dawn — sweet saffron and white flowers mixed with powdery wood, with something earthy and slightly musky underneath..","4,23",2018.0,vanilla,maison-francis-kurkdjian,18391,oud-extrait-de-parfum,woody,"It smells like a spice market at dawn — sweet saffron and white flowers mixed with powdery wood, with something earthy and slightly musky underneath.",https://www.fragrantica.com/perfume/maison-francis-kurkdjian/oud-extrait-de-parfum-48457.html
sweet,unisex,fruity,427,"['black cherry', 'plum', 'saffron', 'pink pepper', 'cardamom', 'oud', 'leather', 'sandalwood', 'rose', 'vetiver', 'tuberose', 'tobacco leaf', 'amber', 'vanilla sugar', 'tonka', 'musk']",cherry,"Accords: sweet, cherry, warm spicy. Notes: black cherry, plum, saffron, pink pepper, cardamom, oud, leather, sandalwood. Profile: It smells like a spice market at dawn — sweet cherry blossoms and peppercorns mixed with powdery wood, then dried tobacco leaves and vanilla syrup, finishing with something earthy and slightly sweet..","4,23",2023.0,tobacco,montale,18392,infinity,warm spicy,"It smells like a spice market at dawn — sweet cherry blossoms and peppercorns mixed with powdery wood, then dried tobacco leaves and vanilla syrup, finishing with something earthy and slightly sweet.",https://www.fragrantica.com/perfume/montale/infinity-81773.html
citrus,unisex,fresh spicy,1032,"['sumac', 'citruses', 'cumin', 'agarwood (oud)', 'orange blossom', 'incense', 'tobacco', 'tonka bean', 'agarwood (oud)']",sweet,"Accords: citrus, sweet, tobacco. Notes: sumac, citruses, cumin, agarwood (oud), orange blossom, incense, tobacco, tonka bean. Profile: It smells like a spice market at dawn — sweet citrus peel and dried flowers mixed with powdery incense, finishing with something earthy and slightly sweet..","4,23",2020.0,amber,montale,18393,oud-tobacco,tobacco,"It smells like a spice market at dawn — sweet citrus peel and dried flowers mixed with powdery incense, finishing with something earthy and slightly sweet.",https://www.fragrantica.com/perfume/montale/oud-tobacco-61494.html
anis,unisex,leather,510,"['star anise', 'tobacco', 'amber', 'leather']",soft spicy,"Accords: anis, soft spicy, tobacco. Notes: star anise, tobacco, amber, leather. Profile: It smells like a leather jacket left in an old leather store — sweet tobacco and tobacco smoke mixed with leather..","4,23",2015.0,amber,mugler,18394,cuir-impertinent,tobacco,It smells like a leather jacket left in an old leather store — sweet tobacco and tobacco smoke mixed with leather.,https://www.fragrantica.com/perfume/mugler/cuir-impertinent-31827.html
fresh spicy,unisex,woody,35,"['black pepper', 'green notes', 'bergamot', 'black pepper', 'lavender', 'cedar', 'oakmoss', 'amber']",lavender,"Accords: fresh spicy, lavender, green. Notes: black pepper, green notes, bergamot, black pepper, lavender, cedar, oakmoss, amber. Profile: It smells like a spice market at dawn — sweet pepper and white flowers mixed with bergamot, with something earthy and slightly powdery underneath..","4,23",2008.0,aromatic,natura,18395,folhas-de-pimenta,green,"It smells like a spice market at dawn — sweet pepper and white flowers mixed with bergamot, with something earthy and slightly powdery underneath.",https://www.fragrantica.com/perfume/natura/folhas-de-pimenta-26063.html
sweet,women,nutty,247,"['blackberry', 'raspberry', 'pink pepper', 'mandarin orange', 'hazelnut', 'black orchid', 'heliotrope', 'freesia', 'jasmine', 'praline', 'vanilla', 'coumarin', 'maltol', 'sandalwood', 'amberwood', 'patchouli', 'cedar', 'musk']",fruity,"Accords: sweet, fruity, woody. Notes: blackberry, raspberry, pink pepper, mandarin orange, hazelnut, black orchid, heliotrope, freesia. Profile: It smells like ripe blackberries and raspberries at first, then soft vanilla and powdery white flowers, finishing with a warm woody base..","4,23",2018.0,vanilla,natura,18396,curtidas-de-humor,woody,"It smells like ripe blackberries and raspberries at first, then soft vanilla and powdery white flowers, finishing with a warm woody base.",https://www.fragrantica.com/perfume/natura/curtidas-de-humor-54717.html
aromatic,unisex,balsamic,365,"['damask plum', 'green notes', 'pink pepper', 'lotus', 'priprioca', 'jasmine', 'peony', 'freesia', 'copaiba balm', 'tonka bean', 'cedar', 'vetiver']",woody,"Accords: aromatic, woody, floral. Notes: damask plum, green notes, pink pepper, lotus, priprioca, jasmine, peony, freesia. Profile: It smells like a spice market at dawn — sweet plums and white flowers mixed with powdery peonies, then softening into something earthy and slightly floral..","4,23",2018.0,earthy,natura,18397,magia-da-floresta,floral,"It smells like a spice market at dawn — sweet plums and white flowers mixed with powdery peonies, then softening into something earthy and slightly floral.",https://www.fragrantica.com/perfume/natura/magia-da-floresta-52838.html
woody,women,powdery,356,"['floral notes', 'peach', 'cardamom', 'rose', 'lily', 'tulip', 'cashmeran', 'caramel', 'cedar', 'vetiver']",floral,"Accords: woody, floral, rose. Notes: floral notes, peach, cardamom, rose, lily, tulip, cashmeran, caramel. Profile: It smells like a flower shop at dawn — sweet peach and cardamom mixed with rose petals, then soft wood and something earthy and slightly floral..","4,23",2016.0,caramel,o-boticario,18398,make-b-urban-ballet,rose,"It smells like a flower shop at dawn — sweet peach and cardamom mixed with rose petals, then soft wood and something earthy and slightly floral.",https://www.fragrantica.com/perfume/o-boticario/make-b-urban-ballet-37997.html
fruity,men,woody,140,"['black fig', 'marmalade', 'pepper', 'saffron', 'rhuburb', 'carambola (star fruit)', 'mandarin orange', 'bergamot', 'amalfi lemon', 'red wine', 'mexican chocolate', 'red currant', 'geranium', 'iris', 'rose', 'virginia cedar', 'amber', 'vetiver', 'patchouli']",sweet,"Accords: fruity, sweet, warm spicy. Notes: black fig, marmalade, pepper, saffron, rhuburb, carambola (star fruit), mandarin orange, bergamot. Profile: It smells like sweet figs and citrus peel at first, then dark chocolate and white flowers, finishing with a hint of earthy sweetness..","4,23",2009.0,wine,o-boticario,18399,barolo,warm spicy,"It smells like sweet figs and citrus peel at first, then dark chocolate and white flowers, finishing with a hint of earthy sweetness.",https://www.fragrantica.com/perfume/o-boticario/barolo-12300.html
woody,men,fruity,292,"['cedar', 'black pepper', 'olibanum', 'cardamom', 'cassis', 'violet leaves', 'bergamot', 'lime', 'lemon', 'mandarin orange', 'liquor', 'dried fruits', 'virginia cedar', 'indonesian patchouli leaf', 'leather', 'amber', 'benzoin', 'oak moss', 'musk']",amber,"Accords: woody, amber, leather. Notes: cedar, black pepper, olibanum, cardamom, cassis, violet leaves, bergamot, lime. Profile: It smells like dried fruits and citrus peel at first, then soft leather and warm spices, finishing with a slightly earthy, slightly powdery base..","4,23",2013.0,warm spicy,o-boticario,18400,malbec-absoluto,leather,"It smells like dried fruits and citrus peel at first, then soft leather and warm spices, finishing with a slightly earthy, slightly powdery base.",https://www.fragrantica.com/perfume/o-boticario/malbec-absoluto-33915.html
musky,women,aromatic,48,"['lavender', 'lavender', 'angelica', 'melissa flower', 'musk', 'cedar', 'amber']",lavender,"Accords: musky, lavender, powdery. Notes: lavender, lavender, angelica, melissa flower, musk, cedar, amber. Profile: It smells like lavender and lavender at first, then creamy melissa flowers, finishing with something earthy and slightly powdery..","4,23",2018.0,amber,o-boticario,18401,sophie-like,powdery,"It smells like lavender and lavender at first, then creamy melissa flowers, finishing with something earthy and slightly powdery.",https://www.fragrantica.com/perfume/o-boticario/sophie-like-60481.html
powdery,unisex,vanilla,545,"['carrot seeds', 'pink pepper', 'coriander', 'sicilian bergamot', 'orris', 'osmanthus', 'jasmine', 'magnolia', 'vanilla', 'tahitian vanilla', 'vetiver', 'cedar', 'amber', 'musk']",iris,"Accords: powdery, iris, woody. Notes: carrot seeds, pink pepper, coriander, sicilian bergamot, orris, osmanthus, jasmine, magnolia. Profile: It smells like a spice market at dawn — sweet carrots and pepper mixed with white flowers, then soft vanilla and powdery vanilla, finishing with something earthy and slightly woody..","4,23",2015.0,earthy,ormonde-jayne,18402,vanille-d-iris,woody,"It smells like a spice market at dawn — sweet carrots and pepper mixed with white flowers, then soft vanilla and powdery vanilla, finishing with something earthy and slightly woody.",https://www.fragrantica.com/perfume/ormonde-jayne/vanille-d-iris-32536.html
citrus,men,patchouli,1419,"['amalfi lemon', 'lavender', 'cypriol oil or nagarmotha', 'sea notes', 'amber', 'patchouli']",woody,"Accords: citrus, woody, amber. Notes: amalfi lemon, lavender, cypriol oil or nagarmotha, sea notes, amber, patchouli. Profile: It smells like fresh lemon and citrus peel at first, then warm lavender and nagarmotha, with a hint of salty sea air underneath..","4,23",2012.0,earthy,paco-rabanne,18403,black-xs-l-exces-for-him,amber,"It smells like fresh lemon and citrus peel at first, then warm lavender and nagarmotha, with a hint of salty sea air underneath.",https://www.fragrantica.com/perfume/paco-rabanne/black-xs-l-exces-for-him-13805.html
woody,unisex,green,3379,"['green apple', 'calabrian bergamot', 'mandarin orange', 'petitgrain', 'cedar', 'cashmeran', 'pomarose', 'violet', 'oakmoss', 'musk', 'amberwood']",citrus,"Accords: woody, citrus, fruity. Notes: green apple, calabrian bergamot, mandarin orange, petitgrain, cedar, cashmeran, pomarose, violet. Profile: It smells like ripe apple and citrus peel at first, then creamy white flowers with a hint of powdery wood underneath..","4,23",2020.0,powdery,parfums-de-marly,18404,greenley,fruity,"It smells like ripe apple and citrus peel at first, then creamy white flowers with a hint of powdery wood underneath.",https://www.fragrantica.com/perfume/parfums-de-marly/greenley-62101.html
amber,unisex,fresh spicy,3506,"['lavender', 'mandarin orange', 'bergamot', 'geranium', 'hedione', 'violet', 'jasmine', 'coriander', 'cinnamon', 'ambroxan', 'amberwood', 'musk', 'balsam fir', 'clearwood']",woody,"Accords: amber, woody, citrus. Notes: lavender, mandarin orange, bergamot, geranium, hedione, violet, jasmine, coriander. Profile: It smells like sweet lavender and citrus peel at first, then white flowers and vanilla, finishing with a soft woody base..","4,23",2018.0,aromatic,parfums-de-marly,18405,percival,citrus,"It smells like sweet lavender and citrus peel at first, then white flowers and vanilla, finishing with a soft woody base.",https://www.fragrantica.com/perfume/parfums-de-marly/percival-51037.html
citrus,unisex,amber,3060,"['lemon', 'mint', 'bergamot', 'grapefruit', 'mandarin orange', 'lavender', 'rosemary', 'geranium', 'olibanum', 'ambroxan', 'sandalowood', 'cashmeran', 'vetiver', 'cedar', 'patchouli']",aromatic,"Accords: citrus, aromatic, fresh spicy. Notes: lemon, mint, bergamot, grapefruit, mandarin orange, lavender, rosemary, geranium. Profile: It smells like citrus peel and mint at first, then white flowers, with a warm, slightly woody base..","4,23",2019.0,woody,parfums-de-marly,18406,sedley,fresh spicy,"It smells like citrus peel and mint at first, then white flowers, with a warm, slightly woody base.",https://www.fragrantica.com/perfume/parfums-de-marly/sedley-56273.html
woody,unisex,fresh spicy,792,"['nutmeg', 'saffron', 'coriander', 'cypriol oil or nagarmotha', 'vanilla', 'sandalwood', 'cedar']",vanilla,"Accords: woody, vanilla, powdery. Notes: nutmeg, saffron, coriander, cypriol oil or nagarmotha, vanilla, sandalwood, cedar. Profile: It smells like powdery nutmeg and spiced saffron at first, then soft vanilla and warm wood, finishing with something earthy and slightly woody..","4,23",2019.0,warm spicy,penhaligon-s,18407,babylon,powdery,"It smells like powdery nutmeg and spiced saffron at first, then soft vanilla and warm wood, finishing with something earthy and slightly woody.",https://www.fragrantica.com/perfume/penhaligon-s/babylon-57835.html
warm spicy,men,woody,4980,"['neroli', 'cardamom', 'bergamot', 'mandarin orange', 'myrrh', 'musk', 'orange blossom', 'geranium', 'vetiver', 'saffron', 'vanilla', 'labdanum', 'tonka bean', 'leather', 'sandalwood', 'patchouli']",amber,"Accords: warm spicy, amber, aromatic. Notes: neroli, cardamom, bergamot, mandarin orange, myrrh, musk, orange blossom, geranium. Profile: It smells like a spice market at dawn — citrus peel and cardamom mixed with white flowers, then softens into something earthy and slightly leathery..","4,23",2006.0,citrus,prada,18408,prada-amber-pour-homme-prada-man,aromatic,"It smells like a spice market at dawn — citrus peel and cardamom mixed with white flowers, then softens into something earthy and slightly leathery.",https://www.fragrantica.com/perfume/prada/prada-amber-pour-homme-prada-man-1044.html
warm spicy,men,fresh,454,"['ginger', 'citron', 'lime', 'grapefruit', 'pepper', 'cardamom', 'melon', 'sage', 'lavender', 'green apple', 'incense', 'amber', 'patchouli', 'vetiver']",citrus,"Accords: warm spicy, citrus, amber. Notes: ginger, citron, lime, grapefruit, pepper, cardamom, melon, sage. Profile: It smells like a spice market at dawn — citrus peel and lemon peel mixed with powdery spices, then settles into something earthy and slightly sweet..","4,23",2019.0,aromatic,ralph-lauren,18409,polo-blue-gold-blend,amber,"It smells like a spice market at dawn — citrus peel and lemon peel mixed with powdery spices, then settles into something earthy and slightly sweet.",https://www.fragrantica.com/perfume/ralph-lauren/polo-blue-gold-blend-54604.html
aromatic,men,floral,1690,"['lavender', 'bergamot', 'aldehydes', 'coriander', 'artemisia', 'green notes', 'neroli', 'lemon', 'tarragon', 'carnation', 'cinnamon', 'rose', 'jasmine', 'cyclamen', 'leather', 'oakmoss', 'sandalwood', 'cedar', 'musk', 'patchouli', 'amber']",woody,"Accords: aromatic, woody, warm spicy. Notes: lavender, bergamot, aldehydes, coriander, artemisia, green notes, neroli, lemon. Profile: It smells like powdery lavender and citrus peel at first, then warm wood with a slightly earthy base..","4,23",1992.0,citrus,ralph-lauren,18410,safari-for-men,warm spicy,"It smells like powdery lavender and citrus peel at first, then warm wood with a slightly earthy base.",https://www.fragrantica.com/perfume/ralph-lauren/safari-for-men-896.html
woody,unisex,fruity,267,"['apple', 'bergamot', 'lemon', 'cypriol oil or nagarmotha', 'leather', 'sandalwood', 'musk', 'cedar', 'amber', 'agarwood (oud)']",citrus,"Accords: woody, citrus, powdery. Notes: apple, bergamot, lemon, cypriol oil or nagarmotha, leather, sandalwood, musk, cedar. Profile: It smells like a leather jacket draped over an apple orchard at first, then settles into something earthy and slightly woody..","4,23",2020.0,musky,rasasi,18411,qasamat-rasana,powdery,"It smells like a leather jacket draped over an apple orchard at first, then settles into something earthy and slightly woody.",https://www.fragrantica.com/perfume/rasasi/qasamat-rasana-62543.html
almond,women,nutty,332,"['bitter almond', 'orange blossom', 'vanilla absolute']",vanilla,"Accords: almond, vanilla, white floral. Notes: bitter almond, orange blossom, vanilla absolute. Profile: It smells like sweet almonds and orange blossoms at first, then creamy vanilla with a hint of vanilla sweetness..","4,23",2015.0,sweet,roberto-cavalli,18412,roberto-cavalli-essenza,white floral,"It smells like sweet almonds and orange blossoms at first, then creamy vanilla with a hint of vanilla sweetness.",https://www.fragrantica.com/perfume/roberto-cavalli/roberto-cavalli-essenza-31459.html
aromatic,men,citrus,277,"['cypress', 'eucalyptus', 'grapefruit', 'coriander', 'sage', 'geranium', 'cedar', 'cardamom', 'amber']",woody,"Accords: aromatic, woody, fresh spicy. Notes: cypress, eucalyptus, grapefruit, coriander, sage, geranium, cedar, cardamom. Profile: It smells like cypress and eucalyptus at first, then settles into something earthy and slightly powdery with a hint of cardamom..","4,23",2001.0,herbal,rochas,18413,aquaman,fresh spicy,"It smells like cypress and eucalyptus at first, then settles into something earthy and slightly powdery with a hint of cardamom.",https://www.fragrantica.com/perfume/rochas/aquaman-1425.html
woody,unisex,balsamic,53,"['artemisia', 'aldehydes', 'citruses', 'rose de mai', 'olibanum', 'agarwood (oud)', 'cinnamon', 'myrrh', 'cypriol oil or nagarmotha', 'patchouli', 'cedar', 'guaiac wood', 'ambrette (musk mallow)', 'elemi resin', 'benzoin', 'labdanum', 'cashmere wood', 'vanilla', 'sandalwood', 'musk']",amber,"Accords: woody, amber, warm spicy. Notes: artemisia, aldehydes, citruses, rose de mai, olibanum, agarwood (oud), cinnamon, myrrh. Profile: It smells like a spice market at dawn — sweet citrus peel and resinous woods mixed with powdery spices, then soft wood and warm wood..","4,23",2019.0,aromatic,roja-dove,18414,harrods-aoud,warm spicy,"It smells like a spice market at dawn — sweet citrus peel and resinous woods mixed with powdery spices, then soft wood and warm wood.",https://www.fragrantica.com/perfume/roja-dove/harrods-aoud-56709.html
powdery,unisex,white floral,234,"['aldehydes', 'bergamot', 'peach', 'ylang-ylang', 'plum', 'tuberose', 'jasmine', 'violet', 'rose de mai', 'cassia', 'geranium', 'heliotrope', 'labdanum', 'orange blossom', 'oakmoss', 'civet', 'leather', 'orris', 'musk', 'amber', 'cumin', 'patchouli', 'benzoin', 'cedar', 'tonka bean', 'clove', 'sandalwood', 'vanilla', 'styrax']",woody,"Accords: powdery, woody, amber. Notes: aldehydes, bergamot, peach, ylang-ylang, plum, tuberose, jasmine, violet. Profile: It smells like sweet peaches and white flowers at first, then soft florals with a powdery base that's soft and slightly leathery..","4,23",2018.0,fruity,roja-dove,18415,chypre-extraordinaire,amber,"It smells like sweet peaches and white flowers at first, then soft florals with a powdery base that's soft and slightly leathery.",https://www.fragrantica.com/perfume/roja-dove/chypre-extraordinaire-51375.html
rose,unisex,floral,73,"['aldehydes', 'citruses', 'taif rose', 'may rose', 'lily-of-the-valley', 'peach', 'magnolia', 'sandalwood', 'benzoin', 'orris', 'cashmere wood', 'vanilla', 'pink pepper', 'musk', 'labdanum', 'cypriol oil or nagarmotha', 'olibanum', 'ambergris', 'agarwood (oud)']",amber,"Accords: rose, amber, woody. Notes: aldehydes, citruses, taif rose, may rose, lily-of-the-valley, peach, magnolia, sandalwood. Profile: It smells like a flower shop at dawn — sweet peaches and white flowers mixed with powdered sugar, then settles into soft vanilla and warm wood..","4,23",2019.0,powdery,roja-dove,18416,lakme,woody,"It smells like a flower shop at dawn — sweet peaches and white flowers mixed with powdered sugar, then settles into soft vanilla and warm wood.",https://www.fragrantica.com/perfume/roja-dove/lakme-58738.html
sweet,unisex,vanilla,39,"['kulfi', 'litchi', 'plum', 'suede', 'vanilla bean', 'rose', 'sandalwood', 'musk']",powdery,"Accords: sweet, powdery, musky. Notes: kulfi, litchi, plum, suede, vanilla bean, rose, sandalwood, musk. Profile: It smells like a spice market at dawn — kulfi and sugar mixed with powdery flowers, then softens into something earthy and slightly woody..","4,23",2017.0,fruity,salvador-dali,18417,fabulous-srinagar,musky,"It smells like a spice market at dawn — kulfi and sugar mixed with powdery flowers, then softens into something earthy and slightly woody.",https://www.fragrantica.com/perfume/salvador-dali/fabulous-srinagar-47099.html
rose,unisex,floral,66,"['geranium', 'rose', 'palmarosa', 'honey', 'patchouli', 'moss']",fresh spicy,"Accords: rose, fresh spicy, aromatic. Notes: geranium, rose, palmarosa, honey, patchouli, moss. Profile: It smells like a flower shop at dawn — sweet rose petals and honey, with something earthy and slightly floral lurking in the background..","4,23",2020.0,honey,serge-lutens,18418,zellige-limited-edition-la-fille-de-berlin,aromatic,"It smells like a flower shop at dawn — sweet rose petals and honey, with something earthy and slightly floral lurking in the background.",https://www.fragrantica.com/perfume/serge-lutens/zellige-limited-edition-la-fille-de-berlin-60632.html
woody,women,sweet,134,"['plum', 'aldehydes', 'peach', 'bergamot', 'carnation', 'white honey', 'rose', 'narcissus', 'ylang-ylang', 'jasmine', 'civetta', 'castoreum', 'oak moss', 'amber', 'patchouli', 'sandalwood', 'vetiver', 'musk', 'coriander']",musky,"Accords: woody, musky, animalic. Notes: plum, aldehydes, peach, bergamot, carnation, white honey, rose, narcissus. Profile: It smells like ripe peaches and honey mixed with white flowers, then softens into something earthy and slightly powdery..","4,23",1979.0,floral,sonia-rykiel,18419,septieme-sens-7e-sens,animalic,"It smells like ripe peaches and honey mixed with white flowers, then softens into something earthy and slightly powdery.",https://www.fragrantica.com/perfume/sonia-rykiel/septieme-sens-7e-sens-12423.html
sweet,unisex,almond,168,"['mandarin orange', 'ginger', 'saffron', 'rose', 'black pepper', 'cardamom', 'passionfruit', 'almond', 'tea', 'lotus', 'cinnamon', 'nutmeg', 'cloves', 'white chocolate', 'vanilla', 'musk', 'amber', 'sandalwood', 'tonka bean', 'guaiac wood']",fruity,"Accords: sweet, fruity, warm spicy. Notes: mandarin orange, ginger, saffron, rose, black pepper, cardamom, passionfruit, almond. Profile: It smells like sweet orange peel and citrus peel at first, then creamy vanilla and powdery nutmeg, finishing with a warm, slightly woody base..","4,23",2017.0,tropical,tiziana-terenzi,18420,velorum,warm spicy,"It smells like sweet orange peel and citrus peel at first, then creamy vanilla and powdery nutmeg, finishing with a warm, slightly woody base.",https://www.fragrantica.com/perfume/tiziana-terenzi/velorum-44382.html
citrus,men,woody,907,"['iced lemon', 'grapefruit', 'bergamot', 'basil', 'orris', 'sage', 'orange blossom', 'artemisia', 'vetiver', 'oakmoss', 'musk', 'amber']",aromatic,"Accords: citrus, aromatic, earthy. Notes: iced lemon, grapefruit, bergamot, basil, orris, sage, orange blossom, artemisia. Profile: It smells like iced lemon and citrus peel at first, then rose petals and sage, finishing with something earthy and slightly powdery..","4,23",2014.0,fresh spicy,tom-ford,18421,grey-vetiver-eau-de-toilette,earthy,"It smells like iced lemon and citrus peel at first, then rose petals and sage, finishing with something earthy and slightly powdery.",https://www.fragrantica.com/perfume/tom-ford/grey-vetiver-eau-de-toilette-28459.html
vanilla,unisex,fruity,22332,"['tobacco leaf', 'spicy notes', 'vanilla', 'cacao', 'tonka bean', 'tobacco blossom', 'dried fruits', 'woody notes']",sweet,"Accords: vanilla, sweet, tobacco. Notes: tobacco leaf, spicy notes, vanilla, cacao, tonka bean, tobacco blossom, dried fruits, woody notes. Profile: It smells like a spice market at dawn — sweet tobacco leaves mixed with powdery vanilla and dried fruits, with something earthy and woody underneath..","4,23",2007.0,warm spicy,tom-ford,18422,tobacco-vanille,tobacco,"It smells like a spice market at dawn — sweet tobacco leaves mixed with powdery vanilla and dried fruits, with something earthy and woody underneath.",https://www.fragrantica.com/perfume/tom-ford/tobacco-vanille-1825.html
aromatic,men,citrus,138,"['tomato leaf', 'lavender', 'tarragon', 'tangerine', 'bergamot', 'incense', 'geranium', 'rose', 'nutmeg', 'virginia cedar', 'tobacco', 'patchouli', 'benzoin', 'sandalwood', 'vanille', 'amber']",fresh spicy,"Accords: aromatic, fresh spicy, amber. Notes: tomato leaf, lavender, tarragon, tangerine, bergamot, incense, geranium, rose. Profile: It smells like a spice market at dawn — sweet tomatoes and lavender mixed with powdery incense, then settles into something earthy and slightly woody..","4,23",1995.0,woody,trussardi,18423,l-uomo,amber,"It smells like a spice market at dawn — sweet tomatoes and lavender mixed with powdery incense, then settles into something earthy and slightly woody.",https://www.fragrantica.com/perfume/trussardi/l-uomo-10518.html
