all_notes,target_description
"['white musk', 'peony', 'freesia', 'green notes', 'peach', 'plum', 'lily', 'lily-of-the-valley', 'green grass', 'jasmine', 'ylang-ylang', 'rose', 'coffee', 'vanilla', 'sandalwood', 'coriander', 'incense', 'tonka bean', 'cedar']","It smells like a sweet blend of ripe peaches and fresh green grass, with a subtle hint of dry wood and clean laundry."
"['almond blossom', 'clementine', 'cyclamen', 'jasmine', 'peony', 'amaryllis', 'vanilla', 'amber', 'benzoin', 'white musk']","It smells like warm resin, slightly sweet plastic, and citrus peel."
"['lotus', 'melon', 'freesia', 'rose water', 'rose', 'calone', 'cyclamen', 'lily-of-the-valley', 'lily', 'water peony', 'carnation', 'musk', 'tuberose', 'exotic woods', 'osmanthus', 'cedar', 'sandalwood', 'amber']","It smells like warm resin, dry wood, and slightly sweet plastic."
"['freesia', 'pepper', 'apple', 'heliotrope', 'violet', 'jasmine', 'hibiscus', 'rose', 'suede', 'sandalwood', 'cedar', 'incense', 'labdanum']","It smells like sweet apple and fresh freesia at first, then warm resin and dry wood, finishing with a subtle hint of skin and fabric."
"['pink pepper', 'mandarin orange', 'bergamot', 'lilac', 'peach', 'geranium', 'jasmine', 'black currant', 'patchouli', 'amber', 'white musk', 'vanilla']","It smells like juicy peach and sweet mandarin orange at first, then warm resin and slightly sweet plastic, finishing with skin and clean laundry."
"['sicilian mandarin', 'pink peony', 'damask rose', 'apricot', 'peach', 'white musk']","It smells like sweet apricot and juicy peach at first, then white musk and skin, finally warm resin and dry wood."
"['lime (linden blossom)', 'lily-of-the-valley', 'lilac', 'magnolia', 'bergamot', 'mandarin orange', 'jasmine', 'tuberose', 'ylang-ylang', 'peach', 'bulgarian rose', 'violet', 'carnation', 'nutmeg', 'musk', 'iris', 'sandalwood', 'amber', 'vanilla', 'cloves']","It smells like a mix of sweet florals, like lily-of-the-valley and lilac, with a hint of warm resin and dry wood, followed by a subtle skin-like musk."
"['green notes', 'freesia', 'pink pepper', 'violet', 'violet leaf', 'tuberose', 'red berries', 'lily-of-the-valley', 'peony', 'lilac', 'lily', 'rose', 'jasmine', 'geranium', 'karo karounde', 'musk', 'cedar', 'sandalwood', 'patchouli']","It smells like a combination of green notes, fresh lily-of-the-valley, and sweet peony at first, then dries down to a subtle blend of dry wood, warm skin, and slightly sweet fabric."
"['reed', 'mint', 'green lilac', 'mandarin orange', 'pink pepper', 'water lily', 'pepper', 'violet', 'white peach', 'amaryllis', 'rose', 'cedar', 'white musk', 'vanilla']","It smells like sweet orange, fresh mint, and dry wood, with subtle hints of skin and slightly sweet plastic."
"['green notes', 'freesia', 'sage', 'citruses', 'mandarin orange', 'carnation', 'lily', 'lily-of-the-valley', 'narcissus', 'marigold', 'violet', 'rose', 'jasmine', 'musk', 'heliotrope', 'sandalwood', 'amber', 'patchouli']","It smells like a mix of green notes, followed by sweet citrus and florals, then dry wood and a hint of wet leaves."
"['mandarin orange', 'red apple', 'bergamot', 'magnolia', 'iris', 'ylang-ylang', 'jasmine', 'white honey', 'vanille', 'amber', 'benzoin', 'musk']","It smells like a sweet and tangy citrus, followed by a floral bouquet, and finally a warm resin and slightly sweet plastic."
"['mignonette', 'mandarin orange', 'sage', 'nectarine', 'blue hyacinth', 'peach blossom', 'rose hip', 'iris', 'red cyclamen', 'violet root', 'musk', 'sandalwood', 'cedar']","It smells like a sweet and tangy combination of citrus and floral notes, followed by the warmth of skin and a hint of dry wood."
"['rum', 'honey', 'mandarin orange', 'bergamot', 'black orchid', 'orchid', 'jasmine', 'heliotrope', 'hyacinth', 'rose oil', 'narcissus', 'magnolia', 'orange blossom', 'vanilla', 'myrrh', 'suede', 'sandalwood', 'peru balsam', 'labdanum']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['melon', 'peach', 'almond', 'violet', 'black currant', 'anise', 'mimosa', 'lilac', 'lily-of-the-valley', 'peony', 'rose', 'almond blossom', 'hibiscus', 'vanilla', 'almond tree', 'sandalwood', 'benzoin', 'cedar']","It smells like sweet peach and juicy melon at first, then dries down to dry wood and slightly sweet plastic."
"['pear', 'melon', 'freesia', 'rose', 'musk', 'patchouli', 'rhuburb', 'amber']","It smells like ripe pear and sweet rose at first, then warm resin and slightly sweet plastic, finishing with dry wood and skin."
"['sweet pea', 'mandarin orange', 'gardenia', 'orchid', 'musk', 'sandalwood', 'woodsy notes', 'vanilla']","It smells like sweet pea and mandarin orange at first, then dry wood and skin."
"['sapodilla', 'ambrette (musk mallow)', 'magnolia', 'violet', 'sandalwood', 'ambergris', 'cedar']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['osmanthus', 'jasmine', 'may rose', 'indian tuberose', 'narcissus', 'amber', 'cedar']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['magnolia', 'pear', 'lotus', 'jasmine', 'tuberose', 'cyclamen', 'musk', 'vanilla', 'white woods', 'sandalwood']","It smells like a sweet combination of ripe pears, white florals, and dry wood, with a subtle hint of skin and fabric."
"['rose', 'mimosa', 'hiacynth', 'geranium', 'green notes', 'nasturtium', 'orange blossom', 'hawthorn', 'cassia', 'bergamot', 'rose', 'violet', 'lily', 'lime blossom', 'ylang-ylang', 'lily-of-the-valley', 'jasmine', 'orris root', 'iris', 'musk', 'heliotrope', 'sandalwood', 'oakmoss', 'amber', 'cedar']","It smells like warm resin, dry wood, and slightly sweet plastic, with hints of citrus peel and light florals."
"['peony', 'citruses', 'mandarin orange', 'osmanthus', 'rose', 'sandalwood', 'pink pepper', 'patchouli']","It smells like a bouquet of peonies and rose petals, with hints of mandarin orange and citruses, then settles into a warm resin and dry wood."
"['rose', 'chamomile', 'ginger', 'lemon', 'yellow freesia', 'lily', 'lotus', 'white violet', 'carnation', 'white musk', 'oakmoss', 'exotic woods', 'patchouli']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['apple leaf', 'italian mandarin', 'japanese osmanthus', 'yellow freesia', 'magnolia', 'boronia', 'musk', 'white iris']","It smells like a sweet and tangy citrus, followed by a floral bouquet, and finally settles into a warm resin and dry wood."
"['bergamot', 'goji berries', 'pomegranate', 'hibiscus', 'water lily', 'musk', 'virginia cedar']","It smells like citrusy bergamot and sweet pomegranate at first, then a hint of floral hibiscus and musky skin, finishing with a dry, woody note of virginia cedar."
"['freesia', 'cyclamen', 'rhuburb', 'pink tulip', 'green notes', 'vetyver', 'woodsy notes']","It smells like damp soil, green notes, and warm resin."
"['coriander', 'orange blossom', 'black currant', 'cassia', 'plum', 'tangerine', 'peach', 'tuberose', 'hiacynth', 'carnation', 'ginger', 'jasmine', 'ylang-ylang', 'freesia', 'iris', 'rose', 'heliotrope', 'violet', 'civet', 'vetiver', 'black currant', 'musk', 'sandalwood', 'cedar', 'amber', 'tonka bean', 'vanilla']","It smells like warm resin, dry wood, and citrus peel."
"['neroli', 'papaya flower', 'water lily', 'narcissus', 'amaryllis', 'musk', 'cashmeran']","It smells like a sweet blend of citrus and floral notes, with a hint of papaya flower, followed by a musky dry down."
"['yuzu', 'bergamot', 'petitgrain', 'brazilian rosewood', 'cyclamen', 'water lily', 'rose', 'violet', 'peony', 'jasmine', 'musk', 'iris', 'vetiver', 'ambergris', 'orchid', 'sandalwood', 'tonka bean', 'vanilla']","It smells like citrus peel, sweet florals, and warm resin."
"['freesia', 'mint', 'bergamot', 'peony', 'white rose', 'white lotus', 'musk', 'heliotrope', 'sandalwood']","It smells like white lotus and mint at first, then bergamot and peony, finally settling into dry wood and skin."
"['red apple', 'peony', 'rose', 'carnation', 'jasmine', 'suede']","It smells like a sweet and juicy red apple, followed by a subtle hint of warm resin and dry wood."
"['peony', 'musk vodka', 'pineapple', 'lemon', 'peach', 'banana leaf', 'violet', 'lily-of-the-valley', 'lily', 'hiacynth', 'jasmine', 'freesia', 'calone', 'ylang-ylang', 'rose', 'musk', 'cedar', 'sandalwood', 'amber', 'styrax']","It smells like warm resin, slightly sweet plastic, and ripe peaches."
"['sweet pea', 'bergamot', 'mandarin orange', 'grapefruit', 'lemon', 'quince', 'freesia', 'geranium', 'peach', 'green notes', 'gardenia', 'passionfruit', 'damask rose', 'rose', 'patchouli', 'musk', 'leather', 'violet']","It smells like sweet citrus and fresh flowers at first, then bergamot and mandarin orange notes emerge, followed by a subtle hint of leather and skin."
"['bitter orange', 'peach', 'freesia', 'jasmine', 'magnolia', 'rose', 'musk', 'virginia cedar', 'amber']","It smells like warm resin, slightly sweet plastic, and dry wood, with a subtle hint of peach and rose."
"['orchid', 'lily-of-the-valley', 'cyclamen', 'tulip', 'peony', 'orchid']","It smells like damp soil, warm resin, and slightly sweet plastic."
"['freesia', 'tangerine', 'black currant', 'bulgarian rose', 'lily', 'jasmine', 'lemon tree', 'apricot', 'amber']","It smells like warm resin, slightly sweet plastic, and citrus peel."
"['champagne rosé', 'pink pepper', 'peach blossom', 'rose', 'white musk', 'woody notes']","It smells like peach blossom and rose at first, then warm resin and slightly sweet plastic, finally settling into skin and fabric."
"['aldehydes', 'cyclamen', 'violet leaf', 'sage', 'bergamot', 'tarragon', 'fig', 'peony', 'turkish rose oil', 'orris root', 'orange blossom', 'peach blossom', 'white musk', 'heliotrope', 'sandalwood', 'incense', 'cedar', 'vanilla', 'guaiac wood']","It smells like sweet orange blossom and fresh peach blossom at first, then warm resin and dry wood, finally finishing with skin and clean laundry."
"['bamboo', 'clover', 'bergamot', 'vetiver', 'lemon', 'patchouli', 'lily', 'peony', 'sandalwood', 'mimosa', 'silkwood blossom', 'blackberry', 'musk', 'vanilla', 'amber']","It smells like citrus peel and light florals at first, then shifts into warm resin, dry wood, and slightly sweet fabric."
"['pomegranate', 'yuzu', 'water notes', 'peony', 'raspberry', 'lotus', 'magnolia', 'musk', 'mahogany', 'amber']","It smells like a sweet and tart combination of pomegranate and yuzu, with subtle hints of warm resin and slightly sweet plastic."
"['rose', 'orange blossom', 'plum', 'violet', 'peach', 'anise', 'honey', 'carnation', 'rose', 'tuberose', 'ylang-ylang', 'jasmine', 'lily', 'lily-of-the-valley', 'freesia', 'orchid', 'sandalwood', 'amber', 'benzoin', 'musk', 'heliotrope', 'vetiver', 'cedar']","It smells like warm resin, dry wood, and skin."
"['peony', 'citruses', 'mandarin orange', 'osmanthus', 'rose', 'sandalwood', 'pink pepper', 'patchouli']","It smells like sweet mandarin orange, followed by the subtle scent of wet leaves and dry wood."
"['galbanum', 'rose', 'lily', 'black currant', 'fruity notes', 'cassia', 'mandarin orange', 'bergamot', 'lemon', 'tuberose', 'carnation', 'marigold', 'mimosa', 'narcissus', 'jasmine', 'ylang-ylang', 'chamomile', 'lily-of-the-valley', 'geranium', 'orange blossom', 'magnolia', 'lilac', 'freesia', 'pink violet', 'sage', 'neroli', 'sandalwood', 'amber', 'vetiver', 'musk', 'cedar', 'vanilla']","It smells like mandarin orange and rose opening, then bergamot and lemon, finally settling into dry wood, skin, and slightly sweet plastic."
"['magnolia', 'neroli', 'mandarin orange', 'coconut', 'frangipani', 'ylang-ylang', 'vanilla absolute', 'almond milk', 'sandalwood']","It smells like a sweet blend of mandarin orange and coconut, with subtle hints of dry wood and skin."
"['bergamot', 'freesia', 'pineapple', 'magnolia', 'peach', 'lily-of-the-valley', 'hiacynth', 'jasmine', 'iris', 'violet', 'rose', 'oakmoss', 'jasmine', 'cedar', 'musk', 'sandalwood']","It smells like citrus peel and light florals at first, then shifts into warm resin, dry wood, and skin."
"['freesia', 'jasmine', 'tincture of rose']","It smells like a sweet blend of bright citrus and floral hints, with a subtle undertone of warm resin and dry wood."
"['aldehydes', 'lemon', 'peach', 'hyacinth', 'carnation', 'lily-of-the-valley', 'rose', 'lilac', 'iris', 'jasmine', 'orris', 'violet', 'ylang-ylang', 'orchid', 'oakmoss', 'vetiver', 'cedar', 'sandalwood', 'benzoin', 'honey', 'amber', 'tonka bean']","It smells like a combination of citrus peel, warm resin, and slightly sweet plastic, followed by dry wood and gasoline notes."
"['aldehydes', 'bergamot', 'black currant', 'peach', 'mandarin orange', 'raspberry', 'narcissus', 'hiacynth', 'jasmine', 'lily-of-the-valley', 'carnation', 'ylang-ylang', 'orris root', 'tuberose', 'turkish rose', 'orchid', 'civet', 'oakmoss', 'honey', 'sandalwood', 'musk', 'amber', 'vetiver', 'tonka bean', 'vanilla']","It smells like warm resin, tree sap, and slightly sweet plastic, with hints of citrus peel and light florals."
"['yellow freesia', 'white pepper', 'pear', 'carnation', 'damask plum', 'ylang-ylang', 'musk', 'sandalwood', 'vanilla orchid', 'cedar']","It smells like a sweet pear and a hint of warm vanilla at first, then dry wood and skin notes emerge, with a subtle undertone of damp soil."
"['peach', 'apricot', 'freesia', 'black currant', 'rose', 'violet', 'lily-of-the-valley', 'water lily', 'ylang-ylang', 'musk', 'vanilla', 'sandalwood']","It smells like a sweet peach opening, followed by a floral bouquet of freesia and rose, with a subtle undertone of dry wood and a hint of skin."
"['red fruits', 'peony', 'floral notes', 'egyptian jasmine', 'ambroxan']","It smells like sweet red fruits, warm resin, and dry wood."
"['lilac', 'guava', 'wisteria', 'black currant', 'dew drop', 'jasmine', 'lotus', 'orchid', 'rhododendron', 'musk', 'cashmere wood', 'bourbon vetiver', 'atlas cedar']","It smells like sweet guava and dew drop at first, then warm resin and dry wood, finally skin and clean laundry."
"['magnolia', 'bergamot', 'carrot seeds', 'frangipani', 'tuberose', 'ylang-ylang', 'iris', 'spices', 'beeswax', 'vanilla', 'vetiver']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['bergamot', 'bitter almond', 'peony', 'ylang-ylang', 'vanilla', 'coumarin']","It smells like sweet citrus peel and warm vanilla, then bergamot and ylang-ylang blend together, finishing with a soft, powdery dryness like peony petals."
"['osmanthus', 'apricot', 'nutmeg', 'jasmine', 'cardamom', 'honey', 'mimosa', 'jasmine sambac', 'cedar', 'tobacco', 'saffron', 'cypriol oil or nagarmotha', 'vanila', 'musk']","It smells like sweet apricot and warm honey at first, then dries into dry wood and slightly sweet plastic, with a subtle hint of skin."
"['mango', 'mandarin orange', 'freesia', 'violet root', 'white cedar extract', 'sandalwood']","It smells like a sweet and tangy mango, followed by the subtle freshness of freesia and the dry, woody scent of sandalwood."
"['pink pepper', 'mandarin orange', 'lilac', 'violet', 'heliotrope', 'amber', 'patchouli']","It smells like mandarin orange and lilac at first, then warm resin and slightly sweet plastic, finishing with wet leaves and forest floor."
"['orange peel', 'magnolia', 'rice', 'narcissus', 'italian jasmine', 'iris', 'bulgarian rose', 'ambergris', 'sandalwood', 'vanille']","It smells like warm resin, slightly sweet plastic, and dry wood, with a subtle hint of citrus peel."
"['grapefruit', 'apricot blossom', 'gardenia', 'floral notes', 'jasmine sambac', 'woody notes', 'oakmoss']","It smells like a combination of citrusy grapefruit and sweet floral notes at first, then a woody oakmoss and dry, earthy notes emerge."
"['apple blossom', 'bergamot', 'jasmine', 'ylang-ylang', 'musk', 'sandalwood', 'vanilla']","It smells like citrus peel and light florals at first, then shifts into sweet vanilla and dry wood."
"['green leaves', 'freesia', 'water violet', 'magnolia', 'jasmine', 'cedar', 'sandalwood', 'amber']","It smells like green leaves, warm resin, and dry wood."
"['cactus flower', 'pink freesia', 'rose', 'jasmine', 'woody notes', 'cedar']","It smells like a sweet cactus flower, followed by a burst of pink freesia and warm resin, finishing with a dry wood and slightly sweet plastic."
"['cyclamen', 'gardenia', 'violet leaf', 'water lily', 'jasmine', 'peach blossom', 'rose', 'musk', 'sandalwood', 'incense', 'cedar', 'amber']","It smells like a bouquet of gardenia and jasmine at first, then warms up to a sweet peach blossom and dry wood, finishing with a subtle hint of skin and fabric."
"['lily', 'peony', 'lily-of-the-valley', 'orchid', 'rose', 'false jasmine', 'eucalyptus', 'lilac', 'jasmine', 'blackberry', 'sandalwood', 'musk', 'tonka bean']","It smells like a mix of sweet lily and peony, with a hint of dry wood and slightly sweet plastic."
"['pomegranate', 'kumquat', 'pink peony', 'orchid', 'lotus', 'musk', 'white woods', 'white amber']","It smells like sweet citrus, followed by a subtle floral hint, and finally, a dry wood and slightly sweet plastic note."
"['litchi', 'raspberry', 'melon', 'guava', 'chinese pink peony', 'jasmine', 'water lily', 'passion flower', 'musk', 'brazilian rosewood', 'cashmere wood', 'sandalwood']","It smells like ripe melon and sweet guava at first, then dries into dry wood and clean fabric."
"['almond milk', 'damask rose', 'lilac', 'solar notes', 'jasmine', 'star anise', 'orange blossom', 'musk', 'vanilla', 'ambroxan', 'atlas cedar']","It smells like a sweet blend of orange blossom, vanilla, and jasmine, with a subtle dry wood and skin undertone."
"['litchi', 'pear', 'bergamot', 'turkish rose', 'watery notes', 'peony', 'floral notes', 'white musk', 'woody notes', 'haitian vetiver']","It smells like a sweet and tangy bergamot, followed by a subtle hint of litchi and a soft floral bouquet, finishing with a warm and dry woody note."
"['melon', 'almond', 'peach', 'violet', 'black currant', 'anise', 'lilac', 'mimosa', 'lily-of-the-valley', 'peony', 'almond blossom', 'rose', 'hibiscus', 'vanilla', 'sandalwood', 'almond tree', 'benzoin', 'cedar']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['red currant', 'floral notes', 'bulgarian rose', 'frangipani', 'plum', 'petalia', 'mimosa', 'vanilla', 'tonka bean', 'sandalwood']","It smells like sweet plum and floral notes at first, then warm resin and dry wood."
"['watermelon', 'mandarin orange', 'pink pepper', 'tincture of rose', 'freesia', 'iris', 'sandalwood', 'tonka bean']","It smells like sweet watermelon and mandarin orange at first, then dry wood and slightly sweet plastic, with a hint of skin."
"['peach', 'pineapple', 'water lily', 'freesia', 'rose', 'bergamot', 'carnation', 'narcissus', 'heliotrope', 'orchid', 'orris root', 'orange blossom', 'jasmine', 'lily-of-the-valley', 'vanilla', 'sandalwood', 'amber', 'musk', 'cedar']","It smells like a sweet peach, followed by a warm resin and slightly sweet plastic, then a dry wood and skin."
"['lavender', 'bergamot', 'mandarin orange', 'lemon', 'floral notes', 'peony', 'jasmine sambac', 'ylang-ylang', 'neroli', 'peach', 'lily-of-the-valley', 'vanilla', 'iris', 'sandalwood']","It smells like a mix of citrusy lemon and sweet mandarin orange, with subtle floral notes of peony and jasmine sambac, and a dry wood base."
"['white honey', 'pepper', 'brazilian rosewood', 'plum', 'magnolia', 'musk', 'sandalwood', 'patchouli']","It smells like sweet plum and magnolia at first, then warm resin and dry wood."
"['geranium', 'freesia', 'bergamot', 'green notes', 'rose', 'iris', 'orchid', 'magnolia', 'jasmine', 'lily-of-the-valley', 'vanilla', 'amber', 'patchouli', 'musk', 'cedar']","It smells like sweet florals, like freesia and rose, with a hint of warm resin and slightly sweet plastic, then settles into a dry wood and pencil shavings."
"['bergamot', 'grapefruit', 'mandarin orange', 'freesia', 'jasmine', 'rose', 'musk']","It smells like citrusy grapefruit, sweet mandarin orange, and fresh freesia at first, then settles into warm skin and slightly sweet fabric."
"['cognac', 'dyer\x92s greenweed', 'bergamot', 'champaca', 'orchid', 'jasmine', 'violet', 'marron glace', 'vanilla', 'sandalwood', 'amber']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['ginger', 'bergamot', 'wisteria', 'flax', 'musk', 'sandalwood', 'black locust', 'vanilla']","It smells like warm vanilla and sweet bergamot at first, then settles into dry wood and clean fabric."
"['ambrette (musk mallow)', 'freesia', 'bergamot', 'rose', 'osmanthus', 'kephalis', 'musk', 'vetiver', 'virginia cedar']","It smells like warm resin, skin, and slightly sweet fabric, with hints of damp soil and dry wood."
"['mango blossom', 'mandarin orange', 'tahitian gardenia', 'artemisia', 'frangipani', 'tiare flower', 'pepper', 'violet leaf', 'amber', 'tolu balsam', 'sandalwood']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['limoncello', 'peony', 'honey', 'caramel', 'musk', 'benzoin']","It smells like sweet honey and creamy caramel at first, then warm resin and slightly sweet plastic, finishing with a subtle skin and clean laundry scent."
"['freesia', 'bergamot', 'frangipani', 'ylang-ylang', 'jasmine sambac', 'vanilla', 'ambroxan', 'benzoin', 'iris']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['pink pepper', 'mandarin orange', 'bergamot', 'lilac', 'violet', 'geranium', 'rose', 'patchouli', 'amber']","It smells like a sweet and tangy combination of mandarin orange and rose, with subtle hints of warm resin and slightly sweet plastic."
"['pear', 'bergamot', 'bitter orange', 'freesia', 'pomarose', 'mahonial', 'ambroxan', 'iso e super', 'sylkolide', 'virginia cedar', 'belambra tree']","It smells like a combination of sweet citrus and fresh flowers at first, followed by a dry wood and slightly sweet plastic, finishing with a subtle hint of gasoline."
"['grapefruit', 'bergamot', 'frangipani', 'orchid', 'amber', 'driftwood', 'musk']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['peach blossom', 'cyclamen', 'green leaves', 'lotus', 'jasmine', 'rose', 'musk', 'vanilla', 'ambrette (musk mallow)', 'sandalwood', 'amber', 'cedar', 'patchouli']","It smells like a sweet blend of peach blossom, green leaves, and lotus, with subtle hints of warm resin and dry wood."
"['yuzu', 'bamboo', 'kumquat', 'rose', 'lotus', 'apple', 'jasmine', 'musk', 'sandalwood', 'cedar', 'woodsy notes']","It smells like a combination of sweet apple and tangy kumquat at first, followed by a subtle hint of jasmine and a dry, woody base."
"['hyacinth', 'cassis', 'red apple', 'amalfi lemon', 'red poppy', 'lime (linden) blossom', 'honeysuckle', 'jasmine', 'magnolia', 'musk', 'patchouli', 'orris root']","It smells like a sweet blend of red apple and honeysuckle at first, then warm resin and dry wood, finishing with a subtle hint of skin and fabric."
"['cherry', 'black currant', 'freesia', 'lemon', 'cherry blossom', 'lily-of-the-valley', 'musk', 'brazilian rosewood', 'amber']","It smells like warm cherry and sweet lemon at first, then a subtle blend of lily-of-the-valley and musk kicks in, finishing with a dry, woody undertone."
"['calabrian bergamot', 'grapefruit', 'freesia', 'lily-of-the-valley', 'white musk', 'woodsy notes']","It smells like a mix of citrusy grapefruit and sweet freesia, with a subtle undertone of dry wood and skin-like musk."
"['apricot', 'kumquat', 'black currant', 'water lily', 'lotus', 'freesia', 'musk', 'cedar', 'amber']","It smells like sweet apricots and juicy kumquats at first, then warm resin and slightly sweet plastic, finally finishing with dry wood and skin."
"['peach', 'black currant', 'mandarin orange', 'pink pepper', 'coconut', 'rose', 'flowers', 'jasmine', 'white musk', 'sugar', 'vanilla', 'amber', 'benzoin']","It smells like sweet peach and juicy mandarin orange at first, then warm resin and slightly sweet plastic, finishing with soft skin and fabric."
"['tangerine blossom', 'salt', 'artemisia', 'hibiscus', 'orchid', 'water lily', 'amber', 'musk', 'cedar']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['coconut', 'orchid', 'rose', 'peony', 'vanilla', 'patchouli', 'jasmine', 'labdanum', 'incense', 'tobacco leaf', 'precious woods']","It smells like warm coconut and sweet vanilla, with subtle notes of wet leaves and dry wood."
"['water lily', 'lotus', 'bergamot', 'pineapple', 'lily-of-the-valley', 'jasmine', 'musk', 'sandalwood', 'vanilla', 'amber']","It smells like warm resin, slightly sweet plastic, and fresh pineapple."
"['hiacynth', 'wisteria', 'freesia', 'peony', 'sweet pea', 'apple', 'bergamot', 'pineapple', 'lily-of-the-valley', 'lily', 'jasmine', 'magnolia', 'tea rose', 'rose', 'orchid', 'poppy', 'musk', 'cedar', 'sandalwood', 'dark woodsy notes', 'brazilian rosewood', 'amber']","It smells like sweet pea, warm resin, and dry wood."
"['melon', 'lotus', 'lemon', 'pineapple', 'quince', 'calone', 'lily', 'black currant', 'lotus', 'water lily', 'lily-of-the-valley', 'jasmine', 'honey', 'hawthorn', 'rose', 'musk', 'vetiver', 'violet root', 'raspberry', 'blackberry', 'peach', 'sandalwood', 'vanilla']","It smells like sweet citrus, fresh flowers, and warm resin at first, then shifts into dry wood and skin."
"['tea', 'cranberry', 'amalfi lemon', 'peony', 'jasmine', 'water lily', 'woodsy notes', 'patchouli']","It smells like warm tea and sweet citrus at first, then develops into damp soil and wet leaves."
"['aldehydes', 'rose', 'pink pepper', 'peony', 'violet', 'african orange flower', 'musk', 'woodsy notes', 'sandalwood']","It smells like a bouquet of rose and peony, with a subtle hint of African orange flower, followed by a dry wood and musk accord."
"['pink pepper', 'peony', 'litchi', 'petalia', 'musk', 'white cedar extract', 'amber']","It smells like sweet litchi and pink pepper at first, then warm resin and slightly sweet plastic, finishing with dry wood and skin."
"['watery notes', 'violet', 'melon', 'wildflowers', 'solar notes', 'jasmine', 'orange blossom', 'violet', 'iris', 'white musk']","It smells like a combination of watery notes, followed by a sweet and floral scent reminiscent of wildflowers and orange blossom, with a subtle hint of skin and fabric."
"['pear', 'citruses', 'cassis', 'lily-of-the-valley', 'jasmine', 'brazil nut', 'sandalwood', 'musk', 'amber']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['litchi', 'cassis', 'mandarin orange', 'water lily', 'peony', 'jasmine', 'ambroxan', 'praline', 'musk', 'vanilla', 'oak moss']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['calone', 'coconut', 'mint', 'lily-of-the-valley', 'snowdrops', 'iris', 'mate', 'galbanum', 'olibanum', 'white rose', 'musk', 'vanilla', 'oakmoss', 'ambrette (musk mallow)', 'cedar', 'synthetic civet', 'tonka bean']","It smells like coconut and lily-of-the-valley at first, then dry wood and skin, finally ending with warm resin and slightly sweet plastic."
"['litchi', 'ginger', 'bergamot', 'peony', 'turkish rose', 'cacao', 'patchouli']","It smells like sweet litchi and warm cacao at first, then bergamot and ginger kick in, finishing with a dry, woody patchouli."
"['aldehydes', 'black currant', 'lavender', 'basil', 'bergamot', 'mandarin orange', 'lemon', 'lily-of-the-valley', 'magnolia', 'iris', 'fir']","It smells like black currant and lemon at first, then settles into warm resin and dry wood."
"['lemon', 'pear', 'violet leaf', 'black currant', 'peony', 'jasmine sambac', 'jasmine', 'cedar', 'cashmere wood']","It smells like a sweet and tart lemon, followed by a floral bouquet of pears and violets, with a subtle hint of warm resin and dry wood."
"['aldehydes', 'ozonic notes', 'watery notes', 'ginger', 'green notes', 'floral notes', 'mint', 'pepper', 'musk', 'vetiver', 'incense']","It smells like ginger and green notes at first, then watery notes and floral notes emerge, finishing with a subtle musk and damp soil."
"['water notes', 'citruses', 'ginger', 'coriander', 'virginia cedar', 'musk']","It smells like a refreshing blend of citrus peel, warm ginger, and coriander, with subtle hints of musk and dry wood."
"['melon', 'red apple', 'lily-of-the-valley', 'magnolia', 'violet', 'jasmine', 'musk']","It smells like ripe melon and sweet red apple at first, then warm resin and slightly sweet fabric."
"['citruses', 'litchi', 'ivy', 'black currant', 'water lily', 'peony', 'rose', 'jasmine', 'raspberry', 'apricot', 'musk', 'sandalwood', 'amber']","It smells like citrus peel and litchi at first, then warm resin and dry wood, with a subtle hint of skin."
"['aldehydes', 'coriander', 'peach', 'bergamot', 'lemon', 'lilac', 'orris root', 'ylang-ylang', 'lily-of-the-valley', 'rose', 'jasmine', 'civet', 'sandalwood', 'musk', 'benzoin', 'vetiver', 'vanilla', 'peru balsam', 'amber', 'tonka bean']","It smells like warm citrus, sweet peach, and a hint of dry wood."
"['grass', 'nectarine', 'pear blossom', 'jasmine', 'white musk', 'vanilla']","It smells like sweet grass, followed by the heady aroma of blooming pear blossom, and finally, a subtle hint of skin and fabric."
"['citruses', 'cassia', 'pink pepper', 'lily-of-the-valley', 'mimosa', 'violet', 'heliotrope', 'vetiver', 'vanilla']","It smells like citrus peel and warm resin, with notes of dry wood and skin."
"['aquozone', 'ginger', 'bergamot', 'lavender', 'sage', 'patchouli', 'oakmoss', 'sandalwood', 'amber']","It smells like warm resin, dry wood, and slightly sweet plastic, with a hint of wet leaves and forest floor."
"['bergamot', 'citruses', 'calone', 'neroli', 'seaweed', 'cypress', 'ambergris', 'cedar']","It smells like citrus peel, warm resin, and dry wood."
"['ice', 'cherry blossom', 'green mandarin', 'jasmine sambac', 'sandalwood']","It smells like sweet cherry blossom and green mandarin at first, then it shifts into dry wood and warm resin."
