all_notes,target_description
"['green notes', 'freesia', 'pink pepper', 'violet', 'violet leaf', 'tuberose', 'red berries', 'lily-of-the-valley', 'peony', 'lilac', 'lily', 'rose', 'jasmine', 'geranium', 'karo karounde', 'musk', 'cedar', 'sandalwood', 'patchouli']","It smells like green notes, with a hint of crushed leaves and soap, followed by sweet red berries and a subtle musk."
"['reed', 'mint', 'green lilac', 'mandarin orange', 'pink pepper', 'water lily', 'pepper', 'violet', 'white peach', 'amaryllis', 'rose', 'cedar', 'white musk', 'vanilla']","It smells like juicy mandarin orange and sweet vanilla at first, then it settles into a warm blend of dry cedar and soft musk."
"['green notes', 'freesia', 'sage', 'citruses', 'mandarin orange', 'carnation', 'lily', 'lily-of-the-valley', 'narcissus', 'marigold', 'violet', 'rose', 'jasmine', 'musk', 'heliotrope', 'sandalwood', 'amber', 'patchouli']","It smells like citrus peel, mandarin orange, and soap at first, then wet leaves, forest floor, and sawdust."
"['mandarin orange', 'red apple', 'bergamot', 'magnolia', 'iris', 'ylang-ylang', 'jasmine', 'white honey', 'vanille', 'amber', 'benzoin', 'musk']","It smells like citrus peel, juicy orange, and sweet caramel at first, then warm rubber and smoky firewood."
"['mignonette', 'mandarin orange', 'sage', 'nectarine', 'blue hyacinth', 'peach blossom', 'rose hip', 'iris', 'red cyclamen', 'violet root', 'musk', 'sandalwood', 'cedar']","It smells like sweet citrus, juicy peach, and fresh flowers at first, then warm spices and dry wood."
"['rum', 'honey', 'mandarin orange', 'bergamot', 'black orchid', 'orchid', 'jasmine', 'heliotrope', 'hyacinth', 'rose oil', 'narcissus', 'magnolia', 'orange blossom', 'vanilla', 'myrrh', 'suede', 'sandalwood', 'peru balsam', 'labdanum']","It smells like citrus peel and soap at first, then rubber, smoke, and sawdust."
"['melon', 'peach', 'almond', 'violet', 'black currant', 'anise', 'mimosa', 'lilac', 'lily-of-the-valley', 'peony', 'rose', 'almond blossom', 'hibiscus', 'vanilla', 'almond tree', 'sandalwood', 'benzoin', 'cedar']","It smells like ripe peach and sweet sugar, with hints of fresh-cut grass and sawdust."
"['pear', 'melon', 'freesia', 'rose', 'musk', 'patchouli', 'rhuburb', 'amber']","It smells like sweet and juicy melon, with notes of warm skin and crushed leaves, finishing with a hint of glue and dry wood."
"['sweet pea', 'mandarin orange', 'gardenia', 'orchid', 'musk', 'sandalwood', 'woodsy notes', 'vanilla']","It smells like a combination of juicy mandarin orange and sweet vanilla at first, followed by the earthy scent of damp soil and the subtle aroma of clean laundry."
"['sapodilla', 'ambrette (musk mallow)', 'magnolia', 'violet', 'sandalwood', 'ambergris', 'cedar']","It smells like sweet, juicy fruit and soap, with hints of glue and sawdust."
"['osmanthus', 'jasmine', 'may rose', 'indian tuberose', 'narcissus', 'amber', 'cedar']","It smells like warm plastic, soap, and crushed leaves."
"['magnolia', 'pear', 'lotus', 'jasmine', 'tuberose', 'cyclamen', 'musk', 'vanilla', 'white woods', 'sandalwood']","It smells like jasmine, soap, and sugar."
"['rose', 'mimosa', 'hiacynth', 'geranium', 'green notes', 'nasturtium', 'orange blossom', 'hawthorn', 'cassia', 'bergamot', 'rose', 'violet', 'lily', 'lime blossom', 'ylang-ylang', 'lily-of-the-valley', 'jasmine', 'orris root', 'iris', 'musk', 'heliotrope', 'sandalwood', 'oakmoss', 'amber', 'cedar']","It smells like citrus peel, soap, and green notes at first, then flowers, and finally warm plastic and dry wood."
"['peony', 'citruses', 'mandarin orange', 'osmanthus', 'rose', 'sandalwood', 'pink pepper', 'patchouli']","It smells like citrus peel and soap at first, then it becomes a mix of juicy fruit and crushed leaves, with a dry wooden board lingering in the background."
"['rose', 'chamomile', 'ginger', 'lemon', 'yellow freesia', 'lily', 'lotus', 'white violet', 'carnation', 'white musk', 'oakmoss', 'exotic woods', 'patchouli']","It smells like citrus, soap, and a hint of forest floor, with a subtle dry wood and glue undertone."
"['apple leaf', 'italian mandarin', 'japanese osmanthus', 'yellow freesia', 'magnolia', 'boronia', 'musk', 'white iris']","It smells like citrus peel and soap at first, then rubber and sawdust."
"['bergamot', 'goji berries', 'pomegranate', 'hibiscus', 'water lily', 'musk', 'virginia cedar']","It smells like citrusy sweetness and soap at first, then musky skin and sawdust."
"['freesia', 'cyclamen', 'rhuburb', 'pink tulip', 'green notes', 'vetyver', 'woodsy notes']","It smells like fresh cut grass, followed by sweet soap and a hint of damp soil."
"['coriander', 'orange blossom', 'black currant', 'cassia', 'plum', 'tangerine', 'peach', 'tuberose', 'hiacynth', 'carnation', 'ginger', 'jasmine', 'ylang-ylang', 'freesia', 'iris', 'rose', 'heliotrope', 'violet', 'civet', 'vetiver', 'black currant', 'musk', 'sandalwood', 'cedar', 'amber', 'tonka bean', 'vanilla']","It smells like citrus, soap, and sweet caramel at first, then warm glue and damp soil."
"['neroli', 'papaya flower', 'water lily', 'narcissus', 'amaryllis', 'musk', 'cashmeran']","It smells like soap, sugar, and a hint of wet earth."
"['yuzu', 'bergamot', 'petitgrain', 'brazilian rosewood', 'cyclamen', 'water lily', 'rose', 'violet', 'peony', 'jasmine', 'musk', 'iris', 'vetiver', 'ambergris', 'orchid', 'sandalwood', 'tonka bean', 'vanilla']","It smells like citrus peel, soap, and crushed leaves."
"['freesia', 'mint', 'bergamot', 'peony', 'white rose', 'white lotus', 'musk', 'heliotrope', 'sandalwood']","It smells like citrus peel, fresh laundry, and sweet caramel at first, then bergamot and mint, finally warm glue and dry wood."
"['red apple', 'peony', 'rose', 'carnation', 'jasmine', 'suede']","It smells like a ripe red apple, with notes of warm glue and crushed leaves, followed by the sweet scent of sugar and a hint of dry wood."
"['peony', 'musk vodka', 'pineapple', 'lemon', 'peach', 'banana leaf', 'violet', 'lily-of-the-valley', 'lily', 'hiacynth', 'jasmine', 'freesia', 'calone', 'ylang-ylang', 'rose', 'musk', 'cedar', 'sandalwood', 'amber', 'styrax']","It smells like citrus peel, soap, and sweet fruit at first, then warm plastic and dry wood."
"['sweet pea', 'bergamot', 'mandarin orange', 'grapefruit', 'lemon', 'quince', 'freesia', 'geranium', 'peach', 'green notes', 'gardenia', 'passionfruit', 'damask rose', 'rose', 'patchouli', 'musk', 'leather', 'violet']","It smells like citrusy sweetness, followed by the aroma of fresh cut grass and a hint of wet leaves."
"['bitter orange', 'peach', 'freesia', 'jasmine', 'magnolia', 'rose', 'musk', 'virginia cedar', 'amber']","It smells like a mix of juicy peach and sweet rose at first, with notes of clean skin and sawdust later on."
"['orchid', 'lily-of-the-valley', 'cyclamen', 'tulip', 'peony', 'orchid']","It smells like soap, shampoo, and powder at first, then juicy fruit and crushed leaves."
"['freesia', 'tangerine', 'black currant', 'bulgarian rose', 'lily', 'jasmine', 'lemon tree', 'apricot', 'amber']","It smells like tangerine and soap at first, then lemon tree and dry leaves."
"['champagne rosé', 'pink pepper', 'peach blossom', 'rose', 'white musk', 'woody notes']","It smells like a sweet blend of peach and rose, with notes of juicy peach and a hint of skin-like musk."
"['aldehydes', 'cyclamen', 'violet leaf', 'sage', 'bergamot', 'tarragon', 'fig', 'peony', 'turkish rose oil', 'orris root', 'orange blossom', 'peach blossom', 'white musk', 'heliotrope', 'sandalwood', 'incense', 'cedar', 'vanilla', 'guaiac wood']","It smells like citrus peel and soap at first, then rubber, smoke, and sawdust."
"['bamboo', 'clover', 'bergamot', 'vetiver', 'lemon', 'patchouli', 'lily', 'peony', 'sandalwood', 'mimosa', 'silkwood blossom', 'blackberry', 'musk', 'vanilla', 'amber']","It smells like citrus peel, soap, and juicy blackberry at first, then damp soil, roots, and skin."
"['pomegranate', 'yuzu', 'water notes', 'peony', 'raspberry', 'lotus', 'magnolia', 'musk', 'mahogany', 'amber']","It smells like ripe fruit, warm skin, and damp soil, with a subtle hint of sawdust and glue."
"['rose', 'orange blossom', 'plum', 'violet', 'peach', 'anise', 'honey', 'carnation', 'rose', 'tuberose', 'ylang-ylang', 'jasmine', 'lily', 'lily-of-the-valley', 'freesia', 'orchid', 'sandalwood', 'amber', 'benzoin', 'musk', 'heliotrope', 'vetiver', 'cedar']","It smells like juicy peach and sweet honey at first, then crushed leaves and soap, and finally, warm glue and dry wood."
"['peony', 'citruses', 'mandarin orange', 'osmanthus', 'rose', 'sandalwood', 'pink pepper', 'patchouli']","It smells like a combination of juicy mandarin orange and sweet rose at first, followed by the earthy scent of wet leaves and the dry, woody aroma of pencil shavings."
"['galbanum', 'rose', 'lily', 'black currant', 'fruity notes', 'cassia', 'mandarin orange', 'bergamot', 'lemon', 'tuberose', 'carnation', 'marigold', 'mimosa', 'narcissus', 'jasmine', 'ylang-ylang', 'chamomile', 'lily-of-the-valley', 'geranium', 'orange blossom', 'magnolia', 'lilac', 'freesia', 'pink violet', 'sage', 'neroli', 'sandalwood', 'amber', 'vetiver', 'musk', 'cedar', 'vanilla']","It smells like a mix of juicy mandarin orange, sweet rose, and fresh lily, with a subtle hint of earthy damp soil and warm skin."
"['magnolia', 'neroli', 'mandarin orange', 'coconut', 'frangipani', 'ylang-ylang', 'vanilla absolute', 'almond milk', 'sandalwood']","It smells like a mix of citrus and flowers at first, then coconut and vanilla, with a dry wood and smoke undertone."
"['bergamot', 'freesia', 'pineapple', 'magnolia', 'peach', 'lily-of-the-valley', 'hiacynth', 'jasmine', 'iris', 'violet', 'rose', 'oakmoss', 'jasmine', 'cedar', 'musk', 'sandalwood']","It smells like citrus peel and soap at first, then rubber, smoke, and sawdust."
"['freesia', 'jasmine', 'tincture of rose']","It smells like sweet flowers, fresh soap, and a hint of glue."
"['aldehydes', 'lemon', 'peach', 'hyacinth', 'carnation', 'lily-of-the-valley', 'rose', 'lilac', 'iris', 'jasmine', 'orris', 'violet', 'ylang-ylang', 'orchid', 'oakmoss', 'vetiver', 'cedar', 'sandalwood', 'benzoin', 'honey', 'amber', 'tonka bean']","It smells like lemon, soap, and caramel at first, then honey, glue, and sawdust."
"['aldehydes', 'bergamot', 'black currant', 'peach', 'mandarin orange', 'raspberry', 'narcissus', 'hiacynth', 'jasmine', 'lily-of-the-valley', 'carnation', 'ylang-ylang', 'orris root', 'tuberose', 'turkish rose', 'orchid', 'civet', 'oakmoss', 'honey', 'sandalwood', 'musk', 'amber', 'vetiver', 'tonka bean', 'vanilla']","It smells like citrus peel, soap, and a hint of juicy peach at first, then warm honey and sweet caramel, followed by dry wood and damp soil."
"['yellow freesia', 'white pepper', 'pear', 'carnation', 'damask plum', 'ylang-ylang', 'musk', 'sandalwood', 'vanilla orchid', 'cedar']","It smells like a sweet and juicy pear, with notes of soap and sugar, and a dry wood undertone."
"['peach', 'apricot', 'freesia', 'black currant', 'rose', 'violet', 'lily-of-the-valley', 'water lily', 'ylang-ylang', 'musk', 'vanilla', 'sandalwood']","It smells like a mix of juicy peach and sweet vanilla, with a hint of fresh cut grass and sawdust."
"['red fruits', 'peony', 'floral notes', 'egyptian jasmine', 'ambroxan']","It smells like juicy red fruit, warm glue, and sawdust."
"['lilac', 'guava', 'wisteria', 'black currant', 'dew drop', 'jasmine', 'lotus', 'orchid', 'rhododendron', 'musk', 'cashmere wood', 'bourbon vetiver', 'atlas cedar']","It smells like sweet musk, juicy guava, and damp soil at first, then warm glue and sawdust."
"['magnolia', 'bergamot', 'carrot seeds', 'frangipani', 'tuberose', 'ylang-ylang', 'iris', 'spices', 'beeswax', 'vanilla', 'vetiver']","It smells like citrus peel and soap at first, then sweet spices and damp soil."
"['bergamot', 'bitter almond', 'peony', 'ylang-ylang', 'vanilla', 'coumarin']","It smells like citrus peel and soap at first, then sweet and juicy, with notes of glue and damp soil."
"['osmanthus', 'apricot', 'nutmeg', 'jasmine', 'cardamom', 'honey', 'mimosa', 'jasmine sambac', 'cedar', 'tobacco', 'saffron', 'cypriol oil or nagarmotha', 'vanila', 'musk']","It smells like honey, sweet apricots, and a hint of sawdust at first, then warm spices like nutmeg and cardamom, and finally, a subtle dry wood tone."
"['mango', 'mandarin orange', 'freesia', 'violet root', 'white cedar extract', 'sandalwood']","It smells like sweet citrus, followed by a hint of soap and then a warm, smoky scent with notes of sawdust and pencil shavings."
"['pink pepper', 'mandarin orange', 'lilac', 'violet', 'heliotrope', 'amber', 'patchouli']","It smells like juicy mandarin orange, followed by sweet glue and the scent of damp soil."
"['orange peel', 'magnolia', 'rice', 'narcissus', 'italian jasmine', 'iris', 'bulgarian rose', 'ambergris', 'sandalwood', 'vanille']","It smells like citrusy orange peel, followed by a floral sweetness, then a subtle hint of warm plastic and dry wood."
"['grapefruit', 'apricot blossom', 'gardenia', 'floral notes', 'jasmine sambac', 'woody notes', 'oakmoss']","It smells like tart citrus and floral notes at first, then sweet jasmine and woody notes, finishing with earthy oakmoss."
"['apple blossom', 'bergamot', 'jasmine', 'ylang-ylang', 'musk', 'sandalwood', 'vanilla']","It smells like sweet citrus and fresh soap, with hints of rubber and sawdust."
"['green leaves', 'freesia', 'water violet', 'magnolia', 'jasmine', 'cedar', 'sandalwood', 'amber']","It smells like fresh green leaves, soap, and sugar."
"['cactus flower', 'pink freesia', 'rose', 'jasmine', 'woody notes', 'cedar']","It smells like a cactus flower, followed by a sweet and slightly powdery scent, finishing with a dry, woody note reminiscent of cedar."
"['cyclamen', 'gardenia', 'violet leaf', 'water lily', 'jasmine', 'peach blossom', 'rose', 'musk', 'sandalwood', 'incense', 'cedar', 'amber']","It smells like soap, warm plastic, and crushed leaves."
"['lily', 'peony', 'lily-of-the-valley', 'orchid', 'rose', 'false jasmine', 'eucalyptus', 'lilac', 'jasmine', 'blackberry', 'sandalwood', 'musk', 'tonka bean']","It smells like flowers, sweet candy, and a hint of glue."
"['pomegranate', 'kumquat', 'pink peony', 'orchid', 'lotus', 'musk', 'white woods', 'white amber']","It smells like sweet fruit, followed by a hint of soap and a subtle dry wood note."
"['litchi', 'raspberry', 'melon', 'guava', 'chinese pink peony', 'jasmine', 'water lily', 'passion flower', 'musk', 'brazilian rosewood', 'cashmere wood', 'sandalwood']","It smells like sweet and tart fruit, followed by a blend of clean laundry and damp soil."
"['almond milk', 'damask rose', 'lilac', 'solar notes', 'jasmine', 'star anise', 'orange blossom', 'musk', 'vanilla', 'ambroxan', 'atlas cedar']","It smells like a combination of sweet orange blossom and fresh lilac at first, then a warm musk and a hint of sweet vanilla, with a subtle dryness from the atlas cedar."
"['litchi', 'pear', 'bergamot', 'turkish rose', 'watery notes', 'peony', 'floral notes', 'white musk', 'woody notes', 'haitian vetiver']","It smells like citrus peel, sweet berries, and a hint of damp soil."
"['melon', 'almond', 'peach', 'violet', 'black currant', 'anise', 'lilac', 'mimosa', 'lily-of-the-valley', 'peony', 'almond blossom', 'rose', 'hibiscus', 'vanilla', 'sandalwood', 'almond tree', 'benzoin', 'cedar']","It smells like sweet melon, juicy peach, and a hint of vanilla at first, then a subtle blend of sawdust, dry wood, and glue."
"['red currant', 'floral notes', 'bulgarian rose', 'frangipani', 'plum', 'petalia', 'mimosa', 'vanilla', 'tonka bean', 'sandalwood']","It smells like a combination of sweet, juicy plum and crushed leaves at first, with hints of floral soap and sugary caramel, eventually settling into a dry, woody scent with notes of pencil shavings and glue."
"['watermelon', 'mandarin orange', 'pink pepper', 'tincture of rose', 'freesia', 'iris', 'sandalwood', 'tonka bean']","It smells like sweet and tangy fruit, followed by a dry wood note and a hint of smoky glue."
"['peach', 'pineapple', 'water lily', 'freesia', 'rose', 'bergamot', 'carnation', 'narcissus', 'heliotrope', 'orchid', 'orris root', 'orange blossom', 'jasmine', 'lily-of-the-valley', 'vanilla', 'sandalwood', 'amber', 'musk', 'cedar']","It smells like a combination of juicy pineapple, sweet caramel, and crushed leaves, with hints of warm glue and sawdust."
"['lavender', 'bergamot', 'mandarin orange', 'lemon', 'floral notes', 'peony', 'jasmine sambac', 'ylang-ylang', 'neroli', 'peach', 'lily-of-the-valley', 'vanilla', 'iris', 'sandalwood']","It smells like citrus peel and sweet vanilla at first, then warm peach and lily-of-the-valley, finishing with smooth sandalwood and a hint of clean laundry."
"['white honey', 'pepper', 'brazilian rosewood', 'plum', 'magnolia', 'musk', 'sandalwood', 'patchouli']","It smells like a sweet, juicy plum and a hint of soap at first, with a subtle earthy undertone that becomes a warm, dry wood and glue-like musk as it settles."
"['geranium', 'freesia', 'bergamot', 'green notes', 'rose', 'iris', 'orchid', 'magnolia', 'jasmine', 'lily-of-the-valley', 'vanilla', 'amber', 'patchouli', 'musk', 'cedar']","It smells like rose petals, sweet vanilla, and a hint of wet leaves."
"['bergamot', 'grapefruit', 'mandarin orange', 'freesia', 'jasmine', 'rose', 'musk']","It smells like citrus peel, candy-like fruit, and soap."
"['cognac', 'dyer\x92s greenweed', 'bergamot', 'champaca', 'orchid', 'jasmine', 'violet', 'marron glace', 'vanilla', 'sandalwood', 'amber']","It smells like sweet citrus peel, followed by a hint of vanilla and a dry, woody scent, finishing with a subtle note of glue and warm plastic."
"['ginger', 'bergamot', 'wisteria', 'flax', 'musk', 'sandalwood', 'black locust', 'vanilla']","It smells like warm ginger and sweet vanilla at first, then bergamot and flax, finishing with musk and dry wood."
"['ambrette (musk mallow)', 'freesia', 'bergamot', 'rose', 'osmanthus', 'kephalis', 'musk', 'vetiver', 'virginia cedar']","It smells like rose petals, clean laundry, and damp soil, with a subtle hint of sawdust and sugar."
"['mango blossom', 'mandarin orange', 'tahitian gardenia', 'artemisia', 'frangipani', 'tiare flower', 'pepper', 'violet leaf', 'amber', 'tolu balsam', 'sandalwood']","It smells like sweet citrus and soap at first, then a warm, gooey caramel and dry wood, with hints of smoky resin and metallic undertones."
"['limoncello', 'peony', 'honey', 'caramel', 'musk', 'benzoin']","It smells like a sweet blend of citrus peel, soap, and honey at first, then warm caramel and smooth skin, finally settling into a dry, woody scent with hints of sawdust and dry leaves."
"['freesia', 'bergamot', 'frangipani', 'ylang-ylang', 'jasmine sambac', 'vanilla', 'ambroxan', 'benzoin', 'iris']","It smells like citrus peel, soap, and sweet candy at first, then warm plastic and sawdust."
"['pink pepper', 'mandarin orange', 'bergamot', 'lilac', 'violet', 'geranium', 'rose', 'patchouli', 'amber']","It smells like a sweet and tangy combination of juicy orange and sugar, with a hint of glue and sawdust that deepens over time."
"['pear', 'bergamot', 'bitter orange', 'freesia', 'pomarose', 'mahonial', 'ambroxan', 'iso e super', 'sylkolide', 'virginia cedar', 'belambra tree']","It smells like citrusy soap, fresh crushed leaves, and a hint of sawdust."
"['grapefruit', 'bergamot', 'frangipani', 'orchid', 'amber', 'driftwood', 'musk']","It smells like citrusy and slightly sweet, with notes of ripe fruit and a subtle hint of glue."
"['peach blossom', 'cyclamen', 'green leaves', 'lotus', 'jasmine', 'rose', 'musk', 'vanilla', 'ambrette (musk mallow)', 'sandalwood', 'amber', 'cedar', 'patchouli']","It smells like a sweet combination of juicy peach and floral soap, with hints of warm skin and dry wood."
"['yuzu', 'bamboo', 'kumquat', 'rose', 'lotus', 'apple', 'jasmine', 'musk', 'sandalwood', 'cedar', 'woodsy notes']","It smells like sweet citrus and soap at first, then warm rubber and smoky wood."
"['hyacinth', 'cassis', 'red apple', 'amalfi lemon', 'red poppy', 'lime (linden) blossom', 'honeysuckle', 'jasmine', 'magnolia', 'musk', 'patchouli', 'orris root']","It smells like citrus peel, soap, and sweet, juicy fruit at first, then dry leaves and warm glue."
"['cherry', 'black currant', 'freesia', 'lemon', 'cherry blossom', 'lily-of-the-valley', 'musk', 'brazilian rosewood', 'amber']","It smells like cherry and sweet, tart fruit at first, then lemon, soap, and dry wood."
"['calabrian bergamot', 'grapefruit', 'freesia', 'lily-of-the-valley', 'white musk', 'woodsy notes']","It smells like citrus peel, sweet grapefruit, and soap at first, then warm rubber and smoky incense."
"['apricot', 'kumquat', 'black currant', 'water lily', 'lotus', 'freesia', 'musk', 'cedar', 'amber']","It smells like sweet apricot and juicy fruit at first, then warm skin and sawdust."
"['peach', 'black currant', 'mandarin orange', 'pink pepper', 'coconut', 'rose', 'flowers', 'jasmine', 'white musk', 'sugar', 'vanilla', 'amber', 'benzoin']","It smells like juicy mandarin orange and sweet sugar at first, then coconut and vanilla, with a dry wooden and glue-like quality lingering in the background."
"['tangerine blossom', 'salt', 'artemisia', 'hibiscus', 'orchid', 'water lily', 'amber', 'musk', 'cedar']","It smells like a combination of citrus peel, soap, and sweet caramel at first, then warm glue and smoky wood, finally settling into a dry, earthy tone with a hint of skin."
"['coconut', 'orchid', 'rose', 'peony', 'vanilla', 'patchouli', 'jasmine', 'labdanum', 'incense', 'tobacco leaf', 'precious woods']","It smells like toasted coconut, sweet vanilla, and damp soil at first, then warm glue and crushed leaves."
"['water lily', 'lotus', 'bergamot', 'pineapple', 'lily-of-the-valley', 'jasmine', 'musk', 'sandalwood', 'vanilla', 'amber']","It smells like a combination of sweet, juicy pineapple and floral lily-of-the-valley at first, followed by warm, sweet vanilla and a hint of musky skin."
"['hiacynth', 'wisteria', 'freesia', 'peony', 'sweet pea', 'apple', 'bergamot', 'pineapple', 'lily-of-the-valley', 'lily', 'jasmine', 'magnolia', 'tea rose', 'rose', 'orchid', 'poppy', 'musk', 'cedar', 'sandalwood', 'dark woodsy notes', 'brazilian rosewood', 'amber']","It smells like sweet pea and soap at first, then juicy pineapple and warm glue."
"['melon', 'lotus', 'lemon', 'pineapple', 'quince', 'calone', 'lily', 'black currant', 'lotus', 'water lily', 'lily-of-the-valley', 'jasmine', 'honey', 'hawthorn', 'rose', 'musk', 'vetiver', 'violet root', 'raspberry', 'blackberry', 'peach', 'sandalwood', 'vanilla']","It smells like sweet citrus, followed by a hint of crushed leaves and a subtle dry wood note, with a musky undertone that lingers."
"['tea', 'cranberry', 'amalfi lemon', 'peony', 'jasmine', 'water lily', 'woodsy notes', 'patchouli']","It smells like citrus peel, soap, and juicy fruit at first, then warm spices and damp soil."
"['aldehydes', 'rose', 'pink pepper', 'peony', 'violet', 'african orange flower', 'musk', 'woodsy notes', 'sandalwood']","It smells like rose petals, soap, and a hint of pink pepper, with a subtle dry wood and pencil shavings undertone."
"['pink pepper', 'peony', 'litchi', 'petalia', 'musk', 'white cedar extract', 'amber']","It smells like sweet, juicy fruit and soap, with warm notes of glue and dry wood."
"['watery notes', 'violet', 'melon', 'wildflowers', 'solar notes', 'jasmine', 'orange blossom', 'violet', 'iris', 'white musk']","It smells like watery notes and soap at first, then orange blossom, and finally white musk and skin."
"['pear', 'citruses', 'cassis', 'lily-of-the-valley', 'jasmine', 'brazil nut', 'sandalwood', 'musk', 'amber']","It smells like juicy pear and soap at first, then warm glue and sawdust."
"['litchi', 'cassis', 'mandarin orange', 'water lily', 'peony', 'jasmine', 'ambroxan', 'praline', 'musk', 'vanilla', 'oak moss']","It smells like a mix of citrus peel and soap at first, with notes of sweet and juicy mandarin orange, followed by a dry and woody scent like sawdust and pencil shavings, and finishing with a subtle hint of warm skin and clean laundry."
"['calone', 'coconut', 'mint', 'lily-of-the-valley', 'snowdrops', 'iris', 'mate', 'galbanum', 'olibanum', 'white rose', 'musk', 'vanilla', 'oakmoss', 'ambrette (musk mallow)', 'cedar', 'synthetic civet', 'tonka bean']","It smells like coconut, vanilla, and sawdust."
"['litchi', 'ginger', 'bergamot', 'peony', 'turkish rose', 'cacao', 'patchouli']","It smells like juicy litchi and sweet cacao at first, then warm ginger and smoky patchouli."
"['aldehydes', 'black currant', 'lavender', 'basil', 'bergamot', 'mandarin orange', 'lemon', 'lily-of-the-valley', 'magnolia', 'iris', 'fir']","It smells like citrus peel, soap, and fizzy clean air, with notes of sawdust and rubber."
"['lemon', 'pear', 'violet leaf', 'black currant', 'peony', 'jasmine sambac', 'jasmine', 'cedar', 'cashmere wood']","It smells like sweet citrus and fresh soap at first, then juicy black currant and crushed leaves, with a dry wooden undertone."
"['aldehydes', 'ozonic notes', 'watery notes', 'ginger', 'green notes', 'floral notes', 'mint', 'pepper', 'musk', 'vetiver', 'incense']","It smells like soap, ginger, and crushed leaves."
"['water notes', 'citruses', 'ginger', 'coriander', 'virginia cedar', 'musk']","It smells like citrus peel and soap at first, then rubber and sawdust."
"['melon', 'red apple', 'lily-of-the-valley', 'magnolia', 'violet', 'jasmine', 'musk']","It smells like sweet melon, tart red apple, and powdery flowers, with a subtle hint of skin and clean laundry lingering in the background."
"['citruses', 'litchi', 'ivy', 'black currant', 'water lily', 'peony', 'rose', 'jasmine', 'raspberry', 'apricot', 'musk', 'sandalwood', 'amber']","It smells like juicy raspberry and sweet sugar at first, then warm glue and crushed leaves."
"['aldehydes', 'coriander', 'peach', 'bergamot', 'lemon', 'lilac', 'orris root', 'ylang-ylang', 'lily-of-the-valley', 'rose', 'jasmine', 'civet', 'sandalwood', 'musk', 'benzoin', 'vetiver', 'vanilla', 'peru balsam', 'amber', 'tonka bean']","It smells like citrus peel and soap at first, then warm plastic, burnt wood, and crushed leaves."
"['grass', 'nectarine', 'pear blossom', 'jasmine', 'white musk', 'vanilla']","It smells like juicy nectarine, warm grass, and sweet vanilla."
"['citruses', 'cassia', 'pink pepper', 'lily-of-the-valley', 'mimosa', 'violet', 'heliotrope', 'vetiver', 'vanilla']","It smells like a combination of citrus peel, soap, and candy, with notes of damp soil and sawdust."
"['aquozone', 'ginger', 'bergamot', 'lavender', 'sage', 'patchouli', 'oakmoss', 'sandalwood', 'amber']","It smells like citrusy soap, warm glue, and dry wood."
"['bergamot', 'citruses', 'calone', 'neroli', 'seaweed', 'cypress', 'ambergris', 'cedar']","It smells like citrus peel, soap, and juicy fruit at first, then rubber and sawdust."
"['ice', 'cherry blossom', 'green mandarin', 'jasmine sambac', 'sandalwood']","It smells like citrus peel and sweet fruit at first, then green leaves and dry wood."
"['aldehydes', 'narcissus', 'jasmine', 'lily-of-the-valley', 'iris', 'lilac', 'rose', 'tuberose', 'vetyver', 'musk', 'sandalwood', 'tonka bean', 'amber']","It smells like soap, rubber, and sawdust."
"['pear', 'aldehydes', 'suede', 'ginger', 'black pepper', 'daim', 'tonka bean', 'vetiver', 'musk']","It smells like juicy pear and soap, with hints of ginger and black pepper, and a subtle dry wood undertone."
"['ginger', 'lily-of-the-valley', 'peony', 'musk', 'woody notes']","It smells like ginger, with a floral hint of soap and shampoo, then warm glue and sawdust."
"['iris', 'raspberry', 'vanilla']","It smells like sweet and tart fruit, followed by a hint of crushed leaves and warm glue."
"['green apple', 'peony', 'jasmine', 'musk', 'white cedar extract']","It smells like a mix of fresh green apple and sweet musk at first, then a subtle blend of floral notes and a hint of white cedar extract that settles into a dry, woody scent with a subtle undertone of crushed leaves."
"['watery notes', 'ice', 'sage', 'lime', 'cardamom', 'artemisia', 'lavender', 'bourbon geranium', 'cedar', 'pepper', 'mountain air', 'musk', 'oakmoss', 'cedar', 'cashmeran', 'sandalwood', 'amber']","It smells like citrus and soap at first, then it's like walking through a forest with damp earth and crushed leaves, with a hint of sawdust and warm plastic."
"['litchi', 'granny smith apple', 'mandarin orange', 'peony', 'rose', 'jasmine', 'musk', 'sandalwood']","It smells like citrus peel, juicy apple, and sweet mandarin at first, then warm skin, dry leaves, and sawdust."
"['lemon', 'ice', 'ginger', 'green tea', 'ice', 'musk', 'woodsy notes']","It smells like citrusy lemon and sweet soap at first, then warm spices and dry wood."
"['mountain air', 'bergamot blossom', 'green accord', 'freesia', 'peony', 'aldehydes', 'powdery notes', 'musk', 'cashmere wood', 'white amber']","It smells like fresh citrus and soap, with notes of rubber and a hint of smoke, eventually settling into a dry wood and pencil shavings scent."
"['aquozone', 'bergamot', 'lavender', 'sage', 'patchouli', 'red wine', 'hivernal®', 'sandalwood', 'musk', 'oak', 'amber']","It smells like a mix of citrus peel and soap at first, followed by notes of glue and damp soil, finishing with a subtle sweetness of caramel and sugar."
"['litchi', 'water notes', 'mandarin orange', 'peony', 'rose', 'lily', 'musk', 'cedar']","It smells like juicy mandarin orange and sweet soap at first, then rose petals and sawdust, finally ending with a hint of skin and clean laundry."
